transaction_id,source_account,destination_account,amount,timestamp,transaction_type,fraud_type,source_latitude,source_longitude,destination_latitude,destination_longitude,source_bank,destination_bank,device_id,ip_risk_score,is_fraud,hop_number,commission_amount
TXN-0004843,ACC-MULE-00194,ACC-MULE-00132,76885.29,2026-03-26 01:49:00,IMPS,upi_fraud,19.075765,72.903809,19.061777,72.877867,BOB,ICICI,DEV-35560,0.51,1,2,2604.11
TXN-0004844,ACC-MULE-00132,ACC-MULE-00057,72624.88,2026-03-26 02:12:00,IMPS,upi_fraud,19.075765,72.903809,19.075573,72.876067,PNB,HDFC,DEV-57170,0.95,1,3,4260.41
TXN-0004845,ACC-MULE-00057,ACC-TERM-00337,67263.52,2026-03-26 02:31:00,ATM_WITHDRAWAL,upi_fraud,19.075765,72.903809,19.082395,72.92584,CANARA,BOB,DEV-17172,0.83,1,4,5361.36
TXN-0004846,ACC-VIC-00075,ACC-MULE-00407,40568.88,2026-03-14 07:35:00,UPI,kyc_fraud,17.329188,78.500667,17.33938,78.496615,BOB,PNB,DEV-79980,0.85,1,1,1431.12
TXN-0004847,ACC-MULE-00407,ACC-TERM-00087,37996.97,2026-03-14 07:47:00,ATM_WITHDRAWAL,kyc_fraud,17.329188,78.500667,17.321343,78.475739,AXIS,HDFC,DEV-42165,0.47,1,2,2571.91
TXN-0004848,ACC-VIC-00551,ACC-MULE-00468,23570.59,2026-04-02 19:03:00,UPI,upi_fraud,17.356771,78.459437,17.338712,78.483023,CANARA,SBI,DEV-62735,0.64,1,1,1429.41
TXN-0004849,ACC-MULE-00468,ACC-TERM-00043,22461.41,2026-04-02 19:10:00,ATM_WITHDRAWAL,upi_fraud,17.356771,78.459437,17.327115,78.443148,AXIS,HDFC,DEV-49779,0.7,1,2,1109.18
TXN-0004850,ACC-VIC-00964,ACC-MULE-00706,91739.89,2026-03-29 12:43:00,UPI,investment_scam,17.352463,78.510529,17.354902,78.495582,CANARA,CANARA,DEV-69773,0.59,1,1,3260.11
TXN-0004851,ACC-MULE-00706,ACC-TERM-00086,86449.14,2026-03-29 12:49:00,ATM_WITHDRAWAL,investment_scam,17.352463,78.510529,17.326608,78.510522,AXIS,CANARA,DEV-68523,0.45,1,2,5290.75
TXN-0004852,ACC-VIC-00532,ACC-MULE-00067,79688.04,2026-04-04 06:01:00,UPI,phishing,17.383503,78.519384,17.37441,78.498625,CANARA,CANARA,DEV-30530,0.75,1,1,5311.96
TXN-0004853,ACC-MULE-00067,ACC-TERM-00349,76565.03,2026-04-04 06:07:00,ATM_WITHDRAWAL,phishing,17.383503,78.519384,17.401226,78.530482,BOB,ICICI,DEV-38440,0.59,1,2,3123.01
TXN-0004854,ACC-VIC-00845,ACC-MULE-00288,13925.9,2026-04-02 04:30:00,UPI,investment_scam,12.974393,77.606141,12.951637,77.585449,AXIS,CANARA,DEV-83549,0.54,1,1,1074.1
TXN-0004855,ACC-MULE-00288,ACC-MULE-00707,13094.04,2026-04-02 04:39:00,IMPS,investment_scam,12.974393,77.606141,12.972165,77.577638,SBI,ICICI,DEV-68288,0.59,1,2,831.86
TXN-0004856,ACC-MULE-00707,ACC-TERM-00356,12521.38,2026-04-02 05:01:00,ATM_WITHDRAWAL,investment_scam,12.974393,77.606141,13.000689,77.587103,BOB,CANARA,DEV-70628,0.91,1,3,572.66
TXN-0004857,ACC-VIC-00673,ACC-MULE-00507,14359.05,2026-03-02 21:01:00,UPI,investment_scam,19.092296,72.887377,19.095573,72.916683,CANARA,CANARA,DEV-30892,0.74,1,1,640.95
TXN-0004858,ACC-MULE-00507,ACC-MULE-00372,13798.88,2026-03-02 21:13:00,IMPS,investment_scam,19.092296,72.887377,19.06761,72.894728,BOB,PNB,DEV-75692,0.8,1,2,560.17
TXN-0004859,ACC-MULE-00372,ACC-TERM-00277,13314.5,2026-03-02 21:20:00,ATM_WITHDRAWAL,investment_scam,19.092296,72.887377,19.121932,72.870241,KOTAK,ICICI,DEV-42066,0.76,1,3,484.38
TXN-0004860,ACC-VIC-00597,ACC-MULE-00152,184895.32,2026-03-10 19:15:00,UPI,upi_fraud,17.325889,78.510456,17.351371,78.535814,CANARA,HDFC,DEV-90152,0.91,1,1,15104.68
TXN-0004861,ACC-MULE-00152,ACC-MULE-00368,177811.3,2026-03-10 19:19:00,IMPS,upi_fraud,17.325889,78.510456,17.327307,78.501796,HDFC,HDFC,DEV-23061,0.81,1,2,7084.02
TXN-0004862,ACC-MULE-00368,ACC-TERM-00380,171831.68,2026-03-10 19:36:00,ATM_WITHDRAWAL,upi_fraud,17.325889,78.510456,17.348363,78.519335,CANARA,SBI,DEV-93267,0.93,1,3,5979.62
TXN-0004863,ACC-VIC-00710,ACC-MULE-00304,24244.16,2026-03-31 22:46:00,UPI,task_fraud,12.978439,77.595042,12.957098,77.618191,KOTAK,ICICI,DEV-19004,0.68,1,1,755.84
TXN-0004864,ACC-MULE-00304,ACC-TERM-00355,23100.1,2026-03-31 23:01:00,ATM_WITHDRAWAL,task_fraud,12.978439,77.595042,12.968863,77.614521,HDFC,ICICI,DEV-77008,0.5,1,2,1144.06
TXN-0004865,ACC-VIC-00396,ACC-MULE-00575,88835.73,2026-03-18 20:16:00,UPI,investment_scam,19.04919,72.839252,19.06694,72.818169,CANARA,PNB,DEV-21707,0.81,1,1,6164.27
TXN-0004866,ACC-MULE-00575,ACC-MULE-00318,85158.41,2026-03-18 20:40:00,IMPS,investment_scam,19.04919,72.839252,19.043114,72.857919,AXIS,CANARA,DEV-63441,0.74,1,2,3677.32
TXN-0004867,ACC-MULE-00318,ACC-MULE-00727,79689.19,2026-03-18 20:58:00,IMPS,investment_scam,19.04919,72.839252,19.045424,72.848316,CANARA,ICICI,DEV-35483,0.71,1,3,5469.22
TXN-0004868,ACC-MULE-00727,ACC-TERM-00039,76329.83,2026-03-18 21:15:00,ATM_WITHDRAWAL,investment_scam,19.04919,72.839252,19.057813,72.830092,HDFC,KOTAK,DEV-18517,0.42,1,4,3359.36
TXN-0004869,ACC-VIC-01082,ACC-MULE-00736,187710.01,2026-03-18 13:50:00,UPI,upi_fraud,17.430838,78.367666,17.441495,78.373723,HDFC,AXIS,DEV-92706,0.95,1,1,12289.99
TXN-0004870,ACC-MULE-00736,ACC-TERM-00269,175601.28,2026-03-18 14:01:00,ATM_WITHDRAWAL,upi_fraud,17.430838,78.367666,17.434594,78.346282,KOTAK,AXIS,DEV-39834,0.76,1,2,12108.73
TXN-0004871,ACC-VIC-01384,ACC-MULE-00013,82443.98,2026-03-22 14:50:00,UPI,kyc_fraud,12.988262,77.591487,13.010862,77.572619,SBI,KOTAK,DEV-71531,0.66,1,1,2556.02
TXN-0004872,ACC-MULE-00013,ACC-TERM-00063,78172.03,2026-03-22 14:59:00,ATM_WITHDRAWAL,kyc_fraud,12.988262,77.591487,12.994932,77.57619,HDFC,SBI,DEV-29153,0.97,1,2,4271.95
TXN-0004873,ACC-VIC-00992,ACC-MULE-00537,80787.35,2026-04-01 15:28:00,UPI,investment_scam,17.358124,78.527005,17.372822,78.513976,HDFC,KOTAK,DEV-83732,0.4,1,1,4212.65
TXN-0004874,ACC-MULE-00537,ACC-TERM-00105,76672.3,2026-04-01 15:49:00,ATM_WITHDRAWAL,investment_scam,17.358124,78.527005,17.380202,78.526947,ICICI,AXIS,DEV-24248,0.52,1,2,4115.05
TXN-0004875,ACC-VIC-01032,ACC-MULE-00643,14054.45,2026-03-19 00:08:00,UPI,investment_scam,17.330029,78.537672,17.337254,78.534183,HDFC,PNB,DEV-30615,0.58,1,1,945.55
TXN-0004876,ACC-MULE-00643,ACC-MULE-00589,13101.36,2026-03-19 00:26:00,IMPS,investment_scam,17.330029,78.537672,17.343843,78.567484,CANARA,CANARA,DEV-50020,0.86,1,2,953.09
TXN-0004877,ACC-MULE-00589,ACC-MULE-00348,12324.06,2026-03-19 00:32:00,IMPS,investment_scam,17.330029,78.537672,17.336009,78.522455,SBI,PNB,DEV-30443,0.41,1,3,777.3
TXN-0004878,ACC-MULE-00348,ACC-TERM-00052,11948.16,2026-03-19 00:37:00,ATM_WITHDRAWAL,investment_scam,17.330029,78.537672,17.324459,78.52434,AXIS,PNB,DEV-50592,0.62,1,4,375.9
TXN-0004879,ACC-VIC-00394,ACC-MULE-00651,39895.3,2026-03-11 14:24:00,UPI,kyc_fraud,17.432441,78.395562,17.407048,78.392434,SBI,AXIS,DEV-96636,0.65,1,1,2104.7
TXN-0004880,ACC-MULE-00651,ACC-MULE-00680,37027.43,2026-03-11 14:30:00,IMPS,kyc_fraud,17.432441,78.395562,17.402811,78.383706,SBI,AXIS,DEV-43487,0.6,1,2,2867.87
TXN-0004881,ACC-MULE-00680,ACC-TERM-00272,34936.15,2026-03-11 14:53:00,ATM_WITHDRAWAL,kyc_fraud,17.432441,78.395562,17.423392,78.424638,BOB,KOTAK,DEV-49240,0.57,1,3,2091.28
TXN-0004882,ACC-VIC-01170,ACC-MULE-00542,24009.51,2026-04-04 23:41:00,UPI,kyc_fraud,17.399302,78.458565,17.429179,78.429873,CANARA,CANARA,DEV-85724,0.93,1,1,990.49
TXN-0004883,ACC-MULE-00542,ACC-MULE-00063,22569.46,2026-04-04 23:49:00,IMPS,kyc_fraud,17.399302,78.458565,17.37803,78.440625,BOB,KOTAK,DEV-26626,0.89,1,2,1440.05
TXN-0004884,ACC-MULE-00063,ACC-TERM-00087,20973.17,2026-04-05 00:07:00,ATM_WITHDRAWAL,kyc_fraud,17.399302,78.458565,17.392823,78.464777,PNB,CANARA,DEV-10032,0.87,1,3,1596.29
TXN-0004885,ACC-VIC-00151,ACC-MULE-00765,46125.59,2026-04-04 05:12:00,UPI,kyc_fraud,17.395731,78.488436,17.417762,78.506307,KOTAK,SBI,DEV-92782,0.67,1,1,3874.41
TXN-0004886,ACC-MULE-00765,ACC-MULE-00398,44190.27,2026-04-04 05:27:00,IMPS,kyc_fraud,17.395731,78.488436,17.421369,78.500107,HDFC,BOB,DEV-35603,0.68,1,2,1935.32
TXN-0004887,ACC-MULE-00398,ACC-MULE-00655,42385.04,2026-04-04 05:44:00,IMPS,kyc_fraud,17.395731,78.488436,17.424885,78.47913,BOB,HDFC,DEV-87654,0.69,1,3,1805.23
TXN-0004888,ACC-MULE-00655,ACC-TERM-00253,39108.49,2026-04-04 05:56:00,ATM_WITHDRAWAL,kyc_fraud,17.395731,78.488436,17.39819,78.46738,SBI,CANARA,DEV-67115,0.63,1,4,3276.55
TXN-0004889,ACC-VIC-01278,ACC-MULE-00407,24048.54,2026-03-17 11:24:00,UPI,investment_scam,13.004528,77.593104,12.981932,77.580567,HDFC,BOB,DEV-89046,0.48,1,1,951.46
TXN-0004890,ACC-MULE-00407,ACC-MULE-00725,22909.93,2026-03-17 11:28:00,IMPS,investment_scam,13.004528,77.593104,12.997716,77.588906,CANARA,HDFC,DEV-32018,0.68,1,2,1138.61
TXN-0004891,ACC-MULE-00725,ACC-TERM-00193,21600.26,2026-03-17 11:40:00,ATM_WITHDRAWAL,investment_scam,13.004528,77.593104,13.021974,77.605998,HDFC,CANARA,DEV-72297,0.92,1,3,1309.67
TXN-0004892,ACC-VIC-01278,ACC-MULE-00454,14148.07,2026-03-01 19:36:00,UPI,kyc_fraud,17.320848,78.557576,17.308995,78.539437,PNB,CANARA,DEV-32715,0.77,1,1,851.93
TXN-0004893,ACC-MULE-00454,ACC-MULE-00499,13045.47,2026-03-01 19:58:00,IMPS,kyc_fraud,17.320848,78.557576,17.29991,78.577371,CANARA,CANARA,DEV-17312,0.96,1,2,1102.6
TXN-0004894,ACC-MULE-00499,ACC-TERM-00249,12557.63,2026-03-01 20:22:00,ATM_WITHDRAWAL,kyc_fraud,17.320848,78.557576,17.30632,78.552378,CANARA,AXIS,DEV-77751,0.53,1,3,487.84
TXN-0004895,ACC-VIC-00088,ACC-MULE-00456,88494.42,2026-03-22 10:53:00,UPI,phishing,19.075111,72.905063,19.091958,72.881681,HDFC,KOTAK,DEV-84965,0.62,1,1,6505.58
TXN-0004896,ACC-MULE-00456,ACC-MULE-00399,82077.25,2026-03-22 10:57:00,IMPS,phishing,19.075111,72.905063,19.070674,72.913965,SBI,AXIS,DEV-45399,0.73,1,2,6417.17
TXN-0004897,ACC-MULE-00399,ACC-MULE-00049,76838.78,2026-03-22 11:02:00,IMPS,phishing,19.075111,72.905063,19.062507,72.922928,CANARA,ICICI,DEV-68968,0.52,1,3,5238.47
TXN-0004898,ACC-MULE-00049,ACC-TERM-00251,72026.62,2026-03-22 11:17:00,ATM_WITHDRAWAL,phishing,19.075111,72.905063,19.074714,72.888464,AXIS,AXIS,DEV-94890,0.45,1,4,4812.16
TXN-0004899,ACC-VIC-00131,ACC-MULE-00613,48458.32,2026-03-06 06:15:00,UPI,phishing,13.007629,77.619514,13.002658,77.596865,SBI,ICICI,DEV-86492,0.95,1,1,1541.68
TXN-0004900,ACC-MULE-00613,ACC-MULE-00763,45508.35,2026-03-06 06:25:00,IMPS,phishing,13.007629,77.619514,12.998364,77.601988,ICICI,PNB,DEV-26162,0.66,1,2,2949.97
TXN-0004901,ACC-MULE-00763,ACC-TERM-00038,42591.36,2026-03-06 06:35:00,ATM_WITHDRAWAL,phishing,13.007629,77.619514,12.992428,77.611208,SBI,KOTAK,DEV-53199,0.43,1,3,2916.99
TXN-0004902,ACC-VIC-00698,ACC-MULE-00527,89217.73,2026-03-21 01:07:00,UPI,kyc_fraud,17.333961,78.537505,17.314566,78.53038,KOTAK,BOB,DEV-24311,0.75,1,1,5782.27
TXN-0004903,ACC-MULE-00527,ACC-TERM-00169,86138.49,2026-03-21 01:14:00,ATM_WITHDRAWAL,kyc_fraud,17.333961,78.537505,17.312318,78.513548,SBI,SBI,DEV-77433,0.78,1,2,3079.24
TXN-0004904,ACC-VIC-00304,ACC-MULE-00061,39045.69,2026-03-04 04:02:00,UPI,upi_fraud,17.478861,78.373848,17.484975,78.373779,AXIS,AXIS,DEV-25734,0.91,1,1,2954.31
TXN-0004905,ACC-MULE-00061,ACC-MULE-00622,36749.44,2026-03-04 04:18:00,IMPS,upi_fraud,17.478861,78.373848,17.508311,78.40276,BOB,SBI,DEV-92582,0.8,1,2,2296.25
TXN-0004906,ACC-MULE-00622,ACC-MULE-00103,34318.76,2026-03-04 04:30:00,IMPS,upi_fraud,17.478861,78.373848,17.479403,78.378832,KOTAK,AXIS,DEV-56233,0.49,1,3,2430.68
TXN-0004907,ACC-MULE-00103,ACC-TERM-00009,32993.67,2026-03-04 04:52:00,ATM_WITHDRAWAL,upi_fraud,17.478861,78.373848,17.469251,78.392008,PNB,KOTAK,DEV-54713,0.46,1,4,1325.09
TXN-0004908,ACC-VIC-00078,ACC-MULE-00471,110900.9,2026-03-03 13:33:00,UPI,upi_fraud,17.427747,78.365936,17.422677,78.37715,AXIS,SBI,DEV-89853,0.9,1,1,9099.1
TXN-0004909,ACC-MULE-00471,ACC-TERM-00145,106520.16,2026-03-03 13:53:00,ATM_WITHDRAWAL,upi_fraud,17.427747,78.365936,17.415321,78.385464,KOTAK,ICICI,DEV-21396,0.62,1,2,4380.74
TXN-0004910,ACC-VIC-00505,ACC-MULE-00326,78820.71,2026-03-25 18:35:00,UPI,upi_fraud,19.112482,72.859042,19.091433,72.855415,PNB,BOB,DEV-58910,0.59,1,1,6179.29
TXN-0004911,ACC-MULE-00326,ACC-TERM-00280,73900.63,2026-03-25 18:41:00,ATM_WITHDRAWAL,upi_fraud,19.112482,72.859042,19.10467,72.882201,CANARA,KOTAK,DEV-38864,0.88,1,2,4920.08
TXN-0004912,ACC-VIC-00121,ACC-MULE-00084,192944.82,2026-04-02 19:30:00,UPI,kyc_fraud,17.388468,78.510528,17.407316,78.516192,PNB,KOTAK,DEV-93089,0.78,1,1,7055.18
TXN-0004913,ACC-MULE-00084,ACC-MULE-00760,181917.86,2026-04-02 19:50:00,IMPS,kyc_fraud,17.388468,78.510528,17.407616,78.536,KOTAK,PNB,DEV-95809,0.64,1,2,11026.96
TXN-0004914,ACC-MULE-00760,ACC-MULE-00495,173440.29,2026-04-02 20:12:00,IMPS,kyc_fraud,17.388468,78.510528,17.388017,78.509404,PNB,CANARA,DEV-27371,0.86,1,3,8477.57
TXN-0004915,ACC-MULE-00495,ACC-TERM-00382,160923.42,2026-04-02 20:24:00,ATM_WITHDRAWAL,kyc_fraud,17.388468,78.510528,17.410971,78.517828,BOB,CANARA,DEV-91484,0.97,1,4,12516.87
TXN-0004916,ACC-VIC-00244,ACC-MULE-00034,23299.05,2026-03-04 23:29:00,UPI,phishing,17.458338,78.364805,17.476346,78.366427,CANARA,HDFC,DEV-32757,0.81,1,1,1700.95
TXN-0004917,ACC-MULE-00034,ACC-MULE-00449,21686.8,2026-03-04 23:43:00,IMPS,phishing,17.458338,78.364805,17.440626,78.365802,BOB,HDFC,DEV-50092,0.57,1,2,1612.25
TXN-0004918,ACC-MULE-00449,ACC-TERM-00370,20165.53,2026-03-04 23:54:00,ATM_WITHDRAWAL,phishing,17.458338,78.364805,17.43239,78.363177,CANARA,ICICI,DEV-53073,0.75,1,3,1521.27
TXN-0004919,ACC-VIC-01264,ACC-MULE-00146,78782.29,2026-03-12 14:18:00,UPI,kyc_fraud,17.413894,78.381194,17.418897,78.385186,PNB,CANARA,DEV-28510,0.88,1,1,6217.71
TXN-0004920,ACC-MULE-00146,ACC-MULE-00735,75352.0,2026-03-12 14:37:00,IMPS,kyc_fraud,17.413894,78.381194,17.438034,78.360472,ICICI,HDFC,DEV-79192,0.77,1,2,3430.29
TXN-0004921,ACC-MULE-00735,ACC-TERM-00326,69326.18,2026-03-12 15:02:00,ATM_WITHDRAWAL,kyc_fraud,17.413894,78.381194,17.426293,78.35959,AXIS,HDFC,DEV-29031,0.81,1,3,6025.82
TXN-0004922,ACC-VIC-00300,ACC-MULE-00062,144626.31,2026-03-28 18:02:00,UPI,upi_fraud,17.425275,78.340741,17.433614,78.352336,AXIS,HDFC,DEV-53779,0.53,1,1,5373.69
TXN-0004923,ACC-MULE-00062,ACC-MULE-00319,137249.06,2026-03-28 18:12:00,IMPS,upi_fraud,17.425275,78.340741,17.399382,78.343045,HDFC,KOTAK,DEV-71911,0.59,1,2,7377.25
TXN-0004924,ACC-MULE-00319,ACC-MULE-00520,128538.23,2026-03-28 18:31:00,IMPS,upi_fraud,17.425275,78.340741,17.440457,78.315303,HDFC,HDFC,DEV-38973,0.97,1,3,8710.83
TXN-0004925,ACC-MULE-00520,ACC-TERM-00353,121381.49,2026-03-28 18:53:00,ATM_WITHDRAWAL,upi_fraud,17.425275,78.340741,17.453922,78.366683,KOTAK,SBI,DEV-48138,0.81,1,4,7156.74
TXN-0004926,ACC-VIC-00146,ACC-MULE-00483,110600.91,2026-04-03 16:21:00,UPI,kyc_fraud,13.001781,77.579086,12.99991,77.572016,SBI,SBI,DEV-64875,0.79,1,1,9399.09
TXN-0004927,ACC-MULE-00483,ACC-MULE-00119,106508.86,2026-04-03 16:29:00,IMPS,kyc_fraud,13.001781,77.579086,12.976521,77.564105,SBI,PNB,DEV-55791,0.42,1,2,4092.05
TXN-0004928,ACC-MULE-00119,ACC-MULE-00070,99891.12,2026-04-03 16:34:00,IMPS,kyc_fraud,13.001781,77.579086,12.994427,77.574313,HDFC,ICICI,DEV-71836,0.43,1,3,6617.74
TXN-0004929,ACC-MULE-00070,ACC-TERM-00387,93362.81,2026-04-03 16:49:00,ATM_WITHDRAWAL,kyc_fraud,13.001781,77.579086,13.018627,77.555264,PNB,KOTAK,DEV-93179,0.72,1,4,6528.31
TXN-0004930,ACC-VIC-01190,ACC-MULE-00227,186364.96,2026-04-04 16:13:00,UPI,task_fraud,17.447992,78.378847,17.453582,78.360609,KOTAK,PNB,DEV-62302,0.74,1,1,13635.04
TXN-0004931,ACC-MULE-00227,ACC-MULE-00279,180666.8,2026-04-04 16:34:00,IMPS,task_fraud,17.447992,78.378847,17.419619,78.373432,KOTAK,KOTAK,DEV-40487,0.58,1,2,5698.16
TXN-0004932,ACC-MULE-00279,ACC-MULE-00475,173390.84,2026-04-04 16:59:00,IMPS,task_fraud,17.447992,78.378847,17.455674,78.398045,BOB,HDFC,DEV-60626,0.72,1,3,7275.96
TXN-0004933,ACC-MULE-00475,ACC-TERM-00197,164546.55,2026-04-04 17:13:00,ATM_WITHDRAWAL,task_fraud,17.447992,78.378847,17.419063,78.357006,ICICI,AXIS,DEV-11631,0.95,1,4,8844.29
TXN-0004934,ACC-VIC-00059,ACC-MULE-00213,90279.26,2026-03-21 07:42:00,UPI,task_fraud,13.008951,77.592451,13.023123,77.56519,PNB,BOB,DEV-51549,0.65,1,1,4720.74
TXN-0004935,ACC-MULE-00213,ACC-MULE-00506,85846.89,2026-03-21 07:50:00,IMPS,task_fraud,13.008951,77.592451,13.032007,77.606494,SBI,HDFC,DEV-52224,0.49,1,2,4432.37
TXN-0004936,ACC-MULE-00506,ACC-TERM-00037,82977.7,2026-03-21 08:15:00,ATM_WITHDRAWAL,task_fraud,13.008951,77.592451,13.037109,77.592439,AXIS,ICICI,DEV-48509,0.82,1,3,2869.19
TXN-0004937,ACC-VIC-00903,ACC-MULE-00056,110982.4,2026-03-16 21:06:00,UPI,kyc_fraud,12.9923,77.597504,12.983894,77.622583,BOB,PNB,DEV-77179,0.85,1,1,9017.6
TXN-0004938,ACC-MULE-00056,ACC-MULE-00606,107505.1,2026-03-16 21:15:00,IMPS,kyc_fraud,12.9923,77.597504,12.975251,77.608628,BOB,PNB,DEV-70153,0.88,1,2,3477.3
TXN-0004939,ACC-MULE-00606,ACC-TERM-00140,100933.22,2026-03-16 21:36:00,ATM_WITHDRAWAL,kyc_fraud,12.9923,77.597504,13.015555,77.583801,KOTAK,SBI,DEV-42056,0.89,1,3,6571.88
TXN-0004940,ACC-VIC-01272,ACC-MULE-00611,46734.64,2026-03-26 06:15:00,UPI,investment_scam,17.355794,78.550582,17.373062,78.536634,PNB,CANARA,DEV-13228,0.89,1,1,3265.36
TXN-0004941,ACC-MULE-00611,ACC-MULE-00377,44850.17,2026-03-26 06:36:00,IMPS,investment_scam,17.355794,78.550582,17.381019,78.527618,ICICI,PNB,DEV-94734,0.77,1,2,1884.47
TXN-0004942,ACC-MULE-00377,ACC-TERM-00163,42290.8,2026-03-26 06:58:00,ATM_WITHDRAWAL,investment_scam,17.355794,78.550582,17.355853,78.557906,KOTAK,CANARA,DEV-32392,0.94,1,3,2559.37
TXN-0004943,ACC-VIC-00011,ACC-MULE-00702,89526.35,2026-04-04 17:37:00,UPI,task_fraud,19.096819,72.884419,19.125374,72.898023,BOB,BOB,DEV-91164,0.47,1,1,5473.65
TXN-0004944,ACC-MULE-00702,ACC-MULE-00488,83056.69,2026-04-04 17:45:00,IMPS,task_fraud,19.096819,72.884419,19.085089,72.902543,PNB,SBI,DEV-38588,0.54,1,2,6469.66
TXN-0004945,ACC-MULE-00488,ACC-MULE-00497,79130.68,2026-04-04 17:55:00,IMPS,task_fraud,19.096819,72.884419,19.121005,72.871434,AXIS,HDFC,DEV-42124,0.68,1,3,3926.01
TXN-0004946,ACC-MULE-00497,ACC-TERM-00157,75615.86,2026-04-04 18:01:00,ATM_WITHDRAWAL,task_fraud,19.096819,72.884419,19.122845,72.885868,SBI,ICICI,DEV-70757,0.69,1,4,3514.82
TXN-0004947,ACC-VIC-00165,ACC-MULE-00793,139060.83,2026-03-19 03:29:00,UPI,investment_scam,12.961913,77.595808,12.94725,77.566798,BOB,BOB,DEV-12230,0.54,1,1,10939.17
TXN-0004948,ACC-MULE-00793,ACC-TERM-00358,131455.38,2026-03-19 03:35:00,ATM_WITHDRAWAL,investment_scam,12.961913,77.595808,12.940204,77.579783,KOTAK,ICICI,DEV-71455,0.68,1,2,7605.45
TXN-0004949,ACC-VIC-01411,ACC-MULE-00489,188336.69,2026-03-11 02:53:00,UPI,upi_fraud,12.948178,77.578894,12.926968,77.597002,PNB,HDFC,DEV-31515,0.71,1,1,11663.31
TXN-0004950,ACC-MULE-00489,ACC-TERM-00190,174296.76,2026-03-11 03:05:00,ATM_WITHDRAWAL,upi_fraud,12.948178,77.578894,12.965629,77.590857,ICICI,HDFC,DEV-78443,0.85,1,2,14039.93
TXN-0004951,ACC-VIC-00289,ACC-MULE-00182,144787.96,2026-03-22 12:50:00,UPI,investment_scam,17.380674,78.517114,17.354264,78.494709,HDFC,PNB,DEV-91330,0.57,1,1,5212.04
TXN-0004952,ACC-MULE-00182,ACC-MULE-00442,136237.87,2026-03-22 13:12:00,IMPS,investment_scam,17.380674,78.517114,17.350729,78.524798,SBI,SBI,DEV-96551,0.51,1,2,8550.09
TXN-0004953,ACC-MULE-00442,ACC-MULE-00049,127096.64,2026-03-22 13:35:00,IMPS,investment_scam,17.380674,78.517114,17.385623,78.529535,CANARA,KOTAK,DEV-85547,0.76,1,3,9141.23
TXN-0004954,ACC-MULE-00049,ACC-TERM-00020,117247.8,2026-03-22 13:40:00,ATM_WITHDRAWAL,investment_scam,17.380674,78.517114,17.35194,78.503724,AXIS,SBI,DEV-84607,0.82,1,4,9848.84
TXN-0004955,ACC-VIC-00604,ACC-MULE-00445,14404.48,2026-03-12 12:47:00,UPI,kyc_fraud,17.342654,78.538439,17.327045,78.548546,HDFC,HDFC,DEV-72216,0.42,1,1,595.52
TXN-0004956,ACC-MULE-00445,ACC-TERM-00109,13428.25,2026-03-12 12:53:00,ATM_WITHDRAWAL,kyc_fraud,17.342654,78.538439,17.322026,78.514839,CANARA,HDFC,DEV-80860,0.62,1,2,976.23
TXN-0004957,ACC-VIC-01197,ACC-MULE-00786,192054.39,2026-04-04 04:04:00,UPI,upi_fraud,17.367188,78.502508,17.347617,78.524033,PNB,HDFC,DEV-65245,0.76,1,1,7945.61
TXN-0004958,ACC-MULE-00786,ACC-MULE-00192,178660.04,2026-04-04 04:10:00,IMPS,upi_fraud,17.367188,78.502508,17.360384,78.507389,CANARA,AXIS,DEV-33827,0.9,1,2,13394.35
TXN-0004959,ACC-MULE-00192,ACC-TERM-00220,168186.23,2026-04-04 04:28:00,ATM_WITHDRAWAL,upi_fraud,17.367188,78.502508,17.378907,78.532473,CANARA,PNB,DEV-35259,0.57,1,3,10473.81
TXN-0004960,ACC-VIC-00796,ACC-MULE-00393,191454.02,2026-03-06 22:30:00,UPI,kyc_fraud,17.463867,78.401755,17.478122,78.40339,CANARA,AXIS,DEV-18412,0.61,1,1,8545.98
TXN-0004961,ACC-MULE-00393,ACC-MULE-00785,184483.59,2026-03-06 22:44:00,IMPS,kyc_fraud,17.463867,78.401755,17.443715,78.405139,PNB,AXIS,DEV-97774,0.74,1,2,6970.43
TXN-0004962,ACC-MULE-00785,ACC-MULE-00051,170748.9,2026-03-06 22:51:00,IMPS,kyc_fraud,17.463867,78.401755,17.475438,78.417755,HDFC,ICICI,DEV-22980,0.86,1,3,13734.69
TXN-0004963,ACC-MULE-00051,ACC-TERM-00330,158447.93,2026-03-06 23:01:00,ATM_WITHDRAWAL,kyc_fraud,17.463867,78.401755,17.471303,78.428437,KOTAK,CANARA,DEV-74856,0.49,1,4,12300.97
TXN-0004964,ACC-VIC-01419,ACC-MULE-00595,114173.4,2026-03-02 04:47:00,UPI,task_fraud,17.328509,78.579327,17.356659,78.570699,BOB,CANARA,DEV-14788,0.49,1,1,5826.6
TXN-0004965,ACC-MULE-00595,ACC-TERM-00312,108715.71,2026-03-02 05:12:00,ATM_WITHDRAWAL,task_fraud,17.328509,78.579327,17.355993,78.570115,BOB,ICICI,DEV-24238,0.83,1,2,5457.69
TXN-0004966,ACC-VIC-00590,ACC-MULE-00241,14305.76,2026-03-25 17:22:00,UPI,investment_scam,17.332416,78.562239,17.303861,78.550109,SBI,KOTAK,DEV-50786,0.58,1,1,694.24
