withdrawal_id,atm_id,timestamp,amount,day_of_week,hour,withdrawal_frequency,is_suspicious,associated_case_id
WDR-0006932,ATM-HYD-0096,2026-02-07 14:23:00,4000,Saturday,14,3,False,N/A
WDR-0006933,ATM-HYD-0213,2026-03-17 23:50:00,4000,Tuesday,23,18,False,N/A
WDR-0006934,ATM-HYD-0150,2026-03-20 12:13:00,5000,Friday,12,7,True,DR-2026-1147
WDR-0006935,ATM-HYD-0074,2026-07-21 19:35:00,4000,Tuesday,19,20,False,N/A
WDR-0006936,ATM-HYD-0472,2026-05-31 11:13:00,40000,Sunday,11,6,True,DR-2026-1627
WDR-0006937,ATM-HYD-0278,2026-04-16 09:12:00,2000,Thursday,9,10,False,N/A
WDR-0006938,ATM-HYD-0213,2026-01-27 12:04:00,10000,Tuesday,12,3,False,N/A
WDR-0006939,ATM-HYD-0131,2026-07-02 15:58:00,20000,Thursday,15,3,False,N/A
WDR-0006940,ATM-HYD-0457,2026-05-02 19:40:00,25000,Saturday,19,14,False,N/A
WDR-0006941,ATM-HYD-0053,2026-06-12 12:36:00,5000,Friday,12,7,False,N/A
WDR-0006942,ATM-HYD-0373,2026-03-10 11:14:00,4000,Tuesday,11,23,True,DR-2026-3200
WDR-0006943,ATM-HYD-0079,2026-06-05 16:49:00,2000,Friday,16,14,True,DR-2026-3919
WDR-0006944,ATM-HYD-0091,2026-03-25 16:49:00,10000,Wednesday,16,22,True,DR-2026-1571
WDR-0006945,ATM-HYD-0473,2026-07-25 22:40:00,2000,Saturday,22,4,False,N/A
WDR-0006946,ATM-HYD-0515,2026-06-11 13:42:00,2000,Thursday,13,8,True,DR-2026-2216
WDR-0006947,ATM-HYD-0368,2026-05-31 00:38:00,4000,Sunday,0,8,False,N/A
WDR-0006948,ATM-HYD-0285,2026-07-10 23:47:00,5000,Friday,23,14,False,N/A
WDR-0006949,ATM-HYD-0149,2026-05-30 12:59:00,2000,Saturday,12,7,False,N/A
WDR-0006950,ATM-HYD-0044,2026-04-21 21:42:00,4000,Tuesday,21,15,True,DR-2026-2396
WDR-0006951,ATM-HYD-0513,2026-02-23 00:09:00,40000,Monday,0,24,False,N/A
WDR-0006952,ATM-HYD-0071,2026-04-13 22:26:00,10000,Monday,22,9,False,N/A
WDR-0006953,ATM-HYD-0424,2026-05-15 04:41:00,20000,Friday,4,11,False,N/A
WDR-0006954,ATM-HYD-0049,2026-05-15 10:17:00,20000,Friday,10,21,True,DR-2026-4403
WDR-0006955,ATM-HYD-0256,2026-02-05 23:58:00,4000,Thursday,23,20,False,N/A
WDR-0006956,ATM-HYD-0327,2026-05-23 13:03:00,20000,Saturday,13,15,True,DR-2026-2546
WDR-0006957,ATM-HYD-0424,2026-05-07 06:21:00,25000,Thursday,6,12,False,N/A
WDR-0006958,ATM-HYD-0013,2026-01-20 07:02:00,5000,Tuesday,7,3,False,N/A
WDR-0006959,ATM-HYD-0170,2026-02-01 22:52:00,4000,Sunday,22,17,False,N/A
WDR-0006960,ATM-HYD-0090,2026-07-20 15:05:00,20000,Monday,15,4,False,N/A
WDR-0006961,ATM-HYD-0223,2026-07-01 23:21:00,15000,Wednesday,23,4,False,N/A
WDR-0006962,ATM-HYD-0468,2026-06-20 23:40:00,20000,Saturday,23,8,True,DR-2026-5071
WDR-0006963,ATM-HYD-0358,2026-04-10 17:08:00,10000,Friday,17,22,False,N/A
WDR-0006964,ATM-HYD-0360,2026-03-11 04:20:00,4000,Wednesday,4,15,False,N/A
WDR-0006965,ATM-HYD-0306,2026-06-21 23:26:00,15000,Sunday,23,23,True,DR-2026-2462
WDR-0006966,ATM-HYD-0298,2026-06-16 11:28:00,5000,Tuesday,11,20,False,N/A
WDR-0006967,ATM-HYD-0194,2026-05-01 14:29:00,40000,Friday,14,24,False,N/A
WDR-0006968,ATM-HYD-0449,2026-02-02 18:21:00,10000,Monday,18,10,False,N/A
WDR-0006969,ATM-HYD-0049,2026-04-25 05:50:00,15000,Saturday,5,23,False,N/A
WDR-0006970,ATM-HYD-0146,2026-07-30 12:45:00,40000,Thursday,12,24,True,DR-2026-2703
WDR-0006971,ATM-HYD-0398,2026-05-13 22:21:00,4000,Wednesday,22,11,True,DR-2026-2559
WDR-0006972,ATM-HYD-0175,2026-02-27 19:22:00,2000,Friday,19,18,False,N/A
WDR-0006973,ATM-HYD-0014,2026-02-23 21:56:00,25000,Monday,21,10,True,DR-2026-5046
WDR-0006974,ATM-HYD-0012,2026-05-25 08:51:00,15000,Monday,8,13,False,N/A
WDR-0006975,ATM-HYD-0232,2026-05-16 19:13:00,5000,Saturday,19,7,False,N/A
WDR-0006976,ATM-HYD-0137,2026-02-22 04:19:00,10000,Sunday,4,12,False,N/A
WDR-0006977,ATM-HYD-0004,2026-01-23 10:48:00,4000,Friday,10,3,False,N/A
WDR-0006978,ATM-HYD-0296,2026-05-02 20:02:00,2000,Saturday,20,18,True,DR-2026-2254
WDR-0006979,ATM-HYD-0425,2026-02-06 09:11:00,15000,Friday,9,4,False,N/A
WDR-0006980,ATM-HYD-0395,2026-03-28 19:05:00,15000,Saturday,19,11,False,N/A
WDR-0006981,ATM-HYD-0378,2026-03-15 19:15:00,2000,Sunday,19,5,True,DR-2026-2714
WDR-0006982,ATM-HYD-0435,2026-07-13 22:38:00,25000,Monday,22,10,True,DR-2026-4876
WDR-0006983,ATM-HYD-0396,2026-05-30 04:35:00,2000,Saturday,4,10,False,N/A
WDR-0006984,ATM-HYD-0032,2026-05-15 20:45:00,10000,Friday,20,6,False,N/A
WDR-0006985,ATM-HYD-0312,2026-04-05 02:35:00,10000,Sunday,2,10,False,N/A
WDR-0006986,ATM-HYD-0209,2026-05-22 10:23:00,4000,Friday,10,19,False,N/A
WDR-0006987,ATM-HYD-0455,2026-04-13 22:52:00,4000,Monday,22,18,False,N/A
WDR-0006988,ATM-HYD-0423,2026-06-30 19:01:00,15000,Tuesday,19,12,False,N/A
WDR-0006989,ATM-HYD-0042,2026-05-04 18:06:00,10000,Monday,18,7,False,N/A
WDR-0006990,ATM-HYD-0135,2026-06-03 03:17:00,5000,Wednesday,3,5,False,N/A
WDR-0006991,ATM-HYD-0280,2026-07-13 20:14:00,4000,Monday,20,16,False,N/A
WDR-0006992,ATM-HYD-0464,2026-01-24 16:50:00,10000,Saturday,16,18,False,N/A
WDR-0006993,ATM-HYD-0093,2026-03-22 20:23:00,15000,Sunday,20,13,False,N/A
WDR-0006994,ATM-HYD-0504,2026-04-16 04:04:00,20000,Thursday,4,4,True,DR-2026-3935
WDR-0006995,ATM-HYD-0140,2026-05-01 07:48:00,4000,Friday,7,9,False,N/A
WDR-0006996,ATM-HYD-0349,2026-06-22 21:37:00,2000,Monday,21,15,False,N/A
WDR-0006997,ATM-HYD-0266,2026-05-19 22:41:00,15000,Tuesday,22,6,True,DR-2026-1173
WDR-0006998,ATM-HYD-0394,2026-04-17 23:57:00,4000,Friday,23,24,True,DR-2026-2412
WDR-0006999,ATM-HYD-0004,2026-08-02 00:57:00,20000,Sunday,0,8,False,N/A
WDR-0007000,ATM-HYD-0170,2026-05-29 04:18:00,5000,Friday,4,5,True,DR-2026-4523
WDR-0007001,ATM-HYD-0146,2026-06-05 20:13:00,20000,Friday,20,4,False,N/A
WDR-0007002,ATM-HYD-0217,2026-07-26 10:42:00,20000,Sunday,10,19,True,DR-2026-2629
WDR-0007003,ATM-HYD-0128,2026-02-23 16:17:00,2000,Monday,16,17,False,N/A
WDR-0007004,ATM-HYD-0419,2026-07-27 23:06:00,25000,Monday,23,17,False,N/A
WDR-0007005,ATM-HYD-0054,2026-03-27 09:27:00,25000,Friday,9,17,False,N/A
WDR-0007006,ATM-HYD-0107,2026-04-22 04:16:00,2000,Wednesday,4,7,False,N/A
WDR-0007007,ATM-HYD-0387,2026-03-02 13:09:00,25000,Monday,13,7,True,DR-2026-2126
WDR-0007008,ATM-HYD-0265,2026-02-18 05:15:00,25000,Wednesday,5,22,False,N/A
WDR-0007009,ATM-HYD-0357,2026-06-09 06:29:00,2000,Tuesday,6,15,False,N/A
WDR-0007010,ATM-HYD-0298,2026-03-11 00:02:00,25000,Wednesday,0,23,False,N/A
WDR-0007011,ATM-HYD-0430,2026-08-03 14:57:00,10000,Monday,14,21,False,N/A
WDR-0007012,ATM-HYD-0394,2026-01-30 09:43:00,5000,Friday,9,24,False,N/A
WDR-0007013,ATM-HYD-0253,2026-06-22 20:22:00,5000,Monday,20,20,False,N/A
WDR-0007014,ATM-HYD-0144,2026-04-22 05:42:00,40000,Wednesday,5,23,False,N/A
WDR-0007015,ATM-HYD-0298,2026-03-23 17:19:00,25000,Monday,17,17,False,N/A
WDR-0007016,ATM-HYD-0344,2026-04-06 21:36:00,40000,Monday,21,12,True,DR-2026-2553
WDR-0007017,ATM-HYD-0073,2026-05-04 23:54:00,10000,Monday,23,15,False,N/A
WDR-0007018,ATM-HYD-0069,2026-05-13 03:02:00,4000,Wednesday,3,24,True,DR-2026-1681
WDR-0007019,ATM-HYD-0208,2026-01-19 17:05:00,4000,Monday,17,8,False,N/A
WDR-0007020,ATM-HYD-0409,2026-07-20 11:18:00,2000,Monday,11,24,False,N/A
WDR-0007021,ATM-HYD-0098,2026-06-21 08:05:00,25000,Sunday,8,5,False,N/A
WDR-0007022,ATM-HYD-0067,2026-05-28 20:41:00,20000,Thursday,20,18,False,N/A
WDR-0007023,ATM-HYD-0433,2026-05-30 14:32:00,5000,Saturday,14,14,False,N/A
WDR-0007024,ATM-HYD-0109,2026-07-23 09:48:00,25000,Thursday,9,16,False,N/A
WDR-0007025,ATM-HYD-0343,2026-07-21 18:42:00,25000,Tuesday,18,24,False,N/A
WDR-0007026,ATM-HYD-0300,2026-04-20 20:53:00,10000,Monday,20,18,False,N/A
WDR-0007027,ATM-HYD-0234,2026-01-18 01:37:00,25000,Sunday,1,22,False,N/A
WDR-0007028,ATM-HYD-0474,2026-06-15 17:35:00,15000,Monday,17,22,True,DR-2026-3540
WDR-0007029,ATM-HYD-0330,2026-06-25 11:38:00,20000,Thursday,11,6,False,N/A
WDR-0007030,ATM-HYD-0301,2026-06-23 22:11:00,40000,Tuesday,22,10,False,N/A
WDR-0007031,ATM-HYD-0169,2026-04-06 21:35:00,4000,Monday,21,9,False,N/A
WDR-0007032,ATM-HYD-0120,2026-05-05 01:20:00,40000,Tuesday,1,6,False,N/A
WDR-0007033,ATM-HYD-0258,2026-07-09 08:15:00,4000,Thursday,8,14,False,N/A
WDR-0007034,ATM-HYD-0156,2026-02-22 05:39:00,25000,Sunday,5,11,False,N/A
WDR-0007035,ATM-HYD-0170,2026-08-03 19:51:00,10000,Monday,19,19,False,N/A
WDR-0007036,ATM-HYD-0135,2026-06-12 03:00:00,40000,Friday,3,21,False,N/A
WDR-0007037,ATM-HYD-0264,2026-07-26 23:04:00,4000,Sunday,23,17,False,N/A
WDR-0007038,ATM-HYD-0084,2026-03-31 16:54:00,4000,Tuesday,16,8,True,DR-2026-4238
WDR-0007039,ATM-HYD-0243,2026-05-09 02:09:00,10000,Saturday,2,11,False,N/A
WDR-0007040,ATM-HYD-0513,2026-03-16 10:10:00,4000,Monday,10,19,False,N/A
WDR-0007041,ATM-HYD-0404,2026-07-23 10:30:00,25000,Thursday,10,6,False,N/A
WDR-0007042,ATM-HYD-0019,2026-02-20 17:09:00,40000,Friday,17,15,False,N/A
WDR-0007043,ATM-HYD-0216,2026-06-10 20:56:00,40000,Wednesday,20,19,False,N/A
WDR-0007044,ATM-HYD-0204,2026-06-17 05:37:00,10000,Wednesday,5,9,True,DR-2026-1385
WDR-0007045,ATM-HYD-0516,2026-03-13 09:08:00,2000,Friday,9,17,True,DR-2026-3192
WDR-0007046,ATM-HYD-0224,2026-06-05 22:00:00,40000,Friday,22,20,True,DR-2026-4800
WDR-0007047,ATM-HYD-0448,2026-03-28 06:35:00,20000,Saturday,6,9,True,DR-2026-1294
WDR-0007048,ATM-HYD-0122,2026-04-19 02:30:00,25000,Sunday,2,3,False,N/A
WDR-0007049,ATM-HYD-0395,2026-07-04 22:00:00,5000,Saturday,22,5,False,N/A
WDR-0007050,ATM-HYD-0327,2026-01-21 17:02:00,15000,Wednesday,17,13,False,N/A
WDR-0007051,ATM-HYD-0026,2026-05-14 21:47:00,15000,Thursday,21,17,True,DR-2026-3241
WDR-0007052,ATM-HYD-0217,2026-05-01 02:12:00,15000,Friday,2,14,True,DR-2026-4530
WDR-0007053,ATM-HYD-0401,2026-04-30 09:30:00,10000,Thursday,9,4,True,DR-2026-2361
WDR-0007054,ATM-HYD-0225,2026-07-31 06:51:00,20000,Friday,6,18,False,N/A
WDR-0007055,ATM-HYD-0176,2026-06-29 15:47:00,10000,Monday,15,10,True,DR-2026-4810
WDR-0007056,ATM-HYD-0090,2026-05-17 07:53:00,5000,Sunday,7,16,False,N/A
WDR-0007057,ATM-HYD-0208,2026-02-20 22:37:00,25000,Friday,22,22,False,N/A
WDR-0007058,ATM-HYD-0058,2026-05-07 18:05:00,10000,Thursday,18,17,False,N/A
WDR-0007059,ATM-HYD-0145,2026-07-23 18:51:00,20000,Thursday,18,24,False,N/A
WDR-0007060,ATM-HYD-0429,2026-05-18 20:13:00,20000,Monday,20,3,False,N/A
WDR-0007061,ATM-HYD-0343,2026-05-14 05:32:00,5000,Thursday,5,5,True,DR-2026-2340
WDR-0007062,ATM-HYD-0328,2026-03-10 11:37:00,25000,Tuesday,11,9,False,N/A
WDR-0007063,ATM-HYD-0472,2026-06-26 19:51:00,40000,Friday,19,12,False,N/A
WDR-0007064,ATM-HYD-0257,2026-07-16 23:52:00,2000,Thursday,23,14,True,DR-2026-2397
WDR-0007065,ATM-HYD-0070,2026-01-30 08:01:00,15000,Friday,8,17,False,N/A
WDR-0007066,ATM-HYD-0429,2026-03-18 20:40:00,40000,Wednesday,20,17,True,DR-2026-2754
WDR-0007067,ATM-HYD-0181,2026-04-13 06:24:00,25000,Monday,6,11,True,DR-2026-1876
WDR-0007068,ATM-HYD-0448,2026-06-17 00:37:00,4000,Wednesday,0,3,True,DR-2026-2618
WDR-0007069,ATM-HYD-0040,2026-07-26 15:01:00,25000,Sunday,15,16,False,N/A
WDR-0007070,ATM-HYD-0416,2026-07-15 23:09:00,15000,Wednesday,23,23,False,N/A
WDR-0007071,ATM-HYD-0194,2026-02-06 01:34:00,15000,Friday,1,19,True,DR-2026-1390
WDR-0007072,ATM-HYD-0189,2026-02-22 16:45:00,25000,Sunday,16,16,False,N/A
WDR-0007073,ATM-HYD-0178,2026-06-12 02:53:00,5000,Friday,2,15,True,DR-2026-5070
WDR-0007074,ATM-HYD-0038,2026-06-12 00:08:00,25000,Friday,0,8,False,N/A
WDR-0007075,ATM-HYD-0390,2026-07-29 08:45:00,20000,Wednesday,8,13,False,N/A
WDR-0007076,ATM-HYD-0425,2026-05-10 04:20:00,20000,Sunday,4,8,False,N/A
WDR-0007077,ATM-HYD-0452,2026-02-19 07:27:00,5000,Thursday,7,22,False,N/A
WDR-0007078,ATM-HYD-0313,2026-04-07 02:41:00,20000,Tuesday,2,3,False,N/A
WDR-0007079,ATM-HYD-0239,2026-03-14 07:29:00,15000,Saturday,7,12,False,N/A
WDR-0007080,ATM-HYD-0507,2026-06-21 23:00:00,10000,Sunday,23,10,False,N/A
WDR-0007081,ATM-HYD-0190,2026-02-08 10:32:00,40000,Sunday,10,17,False,N/A
WDR-0007082,ATM-HYD-0033,2026-03-24 08:27:00,2000,Tuesday,8,20,False,N/A
WDR-0007083,ATM-HYD-0502,2026-05-16 00:29:00,40000,Saturday,0,23,False,N/A
WDR-0007084,ATM-HYD-0379,2026-03-22 23:35:00,5000,Sunday,23,13,False,N/A
WDR-0007085,ATM-HYD-0233,2026-05-26 15:43:00,5000,Tuesday,15,19,True,DR-2026-5025
WDR-0007086,ATM-HYD-0156,2026-05-12 23:33:00,40000,Tuesday,23,17,False,N/A
WDR-0007087,ATM-HYD-0433,2026-02-01 23:12:00,20000,Sunday,23,17,False,N/A
WDR-0007088,ATM-HYD-0008,2026-04-05 19:44:00,2000,Sunday,19,18,False,N/A
WDR-0007089,ATM-HYD-0507,2026-04-04 16:03:00,40000,Saturday,16,5,True,DR-2026-3554
WDR-0007090,ATM-HYD-0498,2026-07-14 02:11:00,25000,Tuesday,2,6,True,DR-2026-1011
WDR-0007091,ATM-HYD-0088,2026-03-12 08:57:00,2000,Thursday,8,11,False,N/A
WDR-0007092,ATM-HYD-0396,2026-04-17 07:14:00,15000,Friday,7,23,False,N/A
WDR-0007093,ATM-HYD-0170,2026-01-23 00:35:00,4000,Friday,0,16,False,N/A
WDR-0007094,ATM-HYD-0254,2026-03-14 07:01:00,20000,Saturday,7,24,True,DR-2026-3058
WDR-0007095,ATM-HYD-0297,2026-07-02 06:12:00,2000,Thursday,6,16,False,N/A
WDR-0007096,ATM-HYD-0262,2026-07-24 21:00:00,10000,Friday,21,20,False,N/A
WDR-0007097,ATM-HYD-0185,2026-06-30 08:12:00,2000,Tuesday,8,5,True,DR-2026-4768
WDR-0007098,ATM-HYD-0275,2026-03-01 12:04:00,4000,Sunday,12,24,False,N/A
WDR-0007099,ATM-HYD-0486,2026-05-15 10:40:00,10000,Friday,10,8,False,N/A
WDR-0007100,ATM-HYD-0339,2026-05-09 19:34:00,15000,Saturday,19,17,False,N/A
WDR-0007101,ATM-HYD-0241,2026-04-04 22:52:00,20000,Saturday,22,4,False,N/A
WDR-0007102,ATM-HYD-0006,2026-05-14 10:23:00,2000,Thursday,10,3,False,N/A
WDR-0007103,ATM-HYD-0032,2026-06-04 11:59:00,40000,Thursday,11,9,False,N/A
WDR-0007104,ATM-HYD-0304,2026-02-16 09:13:00,40000,Monday,9,10,True,DR-2026-5129
WDR-0007105,ATM-HYD-0126,2026-03-10 17:28:00,10000,Tuesday,17,13,True,DR-2026-2852
WDR-0007106,ATM-HYD-0381,2026-04-01 01:54:00,10000,Wednesday,1,7,False,N/A
WDR-0007107,ATM-HYD-0464,2026-05-19 01:46:00,15000,Tuesday,1,18,True,DR-2026-5049
WDR-0007108,ATM-HYD-0262,2026-06-02 07:10:00,25000,Tuesday,7,12,False,N/A
WDR-0007109,ATM-HYD-0004,2026-03-12 05:52:00,40000,Thursday,5,16,False,N/A
WDR-0007110,ATM-HYD-0380,2026-07-10 12:31:00,40000,Friday,12,19,False,N/A
WDR-0007111,ATM-HYD-0361,2026-03-01 11:15:00,25000,Sunday,11,12,False,N/A
WDR-0007112,ATM-HYD-0246,2026-05-20 02:04:00,25000,Wednesday,2,14,False,N/A
WDR-0007113,ATM-HYD-0047,2026-02-12 13:18:00,25000,Thursday,13,13,True,DR-2026-1143
WDR-0007114,ATM-HYD-0423,2026-07-19 07:40:00,2000,Sunday,7,4,True,DR-2026-2180
WDR-0007115,ATM-HYD-0425,2026-06-19 06:01:00,5000,Friday,6,19,False,N/A
WDR-0007116,ATM-HYD-0383,2026-06-02 02:50:00,20000,Tuesday,2,18,True,DR-2026-4778
WDR-0007117,ATM-HYD-0414,2026-06-01 07:00:00,25000,Monday,7,5,False,N/A
WDR-0007118,ATM-HYD-0382,2026-07-19 19:14:00,25000,Sunday,19,8,True,DR-2026-2315
WDR-0007119,ATM-HYD-0337,2026-05-17 14:27:00,15000,Sunday,14,16,True,DR-2026-1074
WDR-0007120,ATM-HYD-0496,2026-07-09 20:09:00,40000,Thursday,20,10,False,N/A
WDR-0007121,ATM-HYD-0186,2026-01-29 22:30:00,4000,Thursday,22,23,False,N/A
WDR-0007122,ATM-HYD-0142,2026-05-26 04:42:00,4000,Tuesday,4,10,False,N/A
WDR-0007123,ATM-HYD-0479,2026-04-03 04:40:00,10000,Friday,4,6,False,N/A
WDR-0007124,ATM-HYD-0329,2026-05-19 20:30:00,10000,Tuesday,20,13,False,N/A
WDR-0007125,ATM-HYD-0404,2026-06-26 19:22:00,10000,Friday,19,17,True,DR-2026-3637
WDR-0007126,ATM-HYD-0035,2026-03-04 02:23:00,40000,Wednesday,2,5,False,N/A
WDR-0007127,ATM-HYD-0128,2026-04-23 17:46:00,10000,Thursday,17,6,False,N/A
WDR-0007128,ATM-HYD-0398,2026-07-26 17:10:00,25000,Sunday,17,24,False,N/A
WDR-0007129,ATM-HYD-0151,2026-05-30 03:17:00,20000,Saturday,3,11,True,DR-2026-2771
WDR-0007130,ATM-HYD-0329,2026-02-19 22:52:00,5000,Thursday,22,14,False,N/A
WDR-0007131,ATM-HYD-0017,2026-06-26 03:07:00,10000,Friday,3,12,False,N/A
WDR-0007132,ATM-HYD-0019,2026-05-25 16:56:00,20000,Monday,16,6,True,DR-2026-4845
WDR-0007133,ATM-HYD-0072,2026-06-19 11:02:00,5000,Friday,11,7,False,N/A
WDR-0007134,ATM-HYD-0216,2026-02-15 06:22:00,4000,Sunday,6,15,False,N/A
WDR-0007135,ATM-HYD-0174,2026-07-05 02:50:00,10000,Sunday,2,23,False,N/A
WDR-0007136,ATM-HYD-0032,2026-03-26 10:20:00,5000,Thursday,10,11,True,DR-2026-2269
WDR-0007137,ATM-HYD-0252,2026-07-23 23:55:00,5000,Thursday,23,11,False,N/A
WDR-0007138,ATM-HYD-0415,2026-02-17 19:16:00,40000,Tuesday,19,24,False,N/A
WDR-0007139,ATM-HYD-0426,2026-04-21 20:48:00,25000,Tuesday,20,24,False,N/A
WDR-0007140,ATM-HYD-0447,2026-07-24 06:48:00,5000,Friday,6,16,False,N/A
WDR-0007141,ATM-HYD-0127,2026-06-25 11:54:00,20000,Thursday,11,19,False,N/A
WDR-0007142,ATM-HYD-0422,2026-04-12 19:00:00,4000,Sunday,19,17,True,DR-2026-4395
WDR-0007143,ATM-HYD-0320,2026-01-23 16:35:00,2000,Friday,16,8,True,DR-2026-3894
WDR-0007144,ATM-HYD-0084,2026-02-02 12:08:00,10000,Monday,12,4,False,N/A
WDR-0007145,ATM-HYD-0174,2026-06-01 22:27:00,10000,Monday,22,10,False,N/A
WDR-0007146,ATM-HYD-0146,2026-04-23 07:11:00,20000,Thursday,7,3,False,N/A
WDR-0007147,ATM-HYD-0100,2026-07-16 12:18:00,2000,Thursday,12,24,True,DR-2026-2090
WDR-0007148,ATM-HYD-0135,2026-01-22 04:42:00,5000,Thursday,4,3,True,DR-2026-2788
WDR-0007149,ATM-HYD-0318,2026-04-24 15:48:00,20000,Friday,15,16,True,DR-2026-1029
WDR-0007150,ATM-HYD-0419,2026-05-29 13:03:00,15000,Friday,13,16,True,DR-2026-1003
WDR-0007151,ATM-HYD-0290,2026-03-27 01:04:00,15000,Friday,1,13,True,DR-2026-2387
WDR-0007152,ATM-HYD-0377,2026-03-16 22:43:00,40000,Monday,22,14,True,DR-2026-2001
WDR-0007153,ATM-HYD-0443,2026-07-23 07:17:00,15000,Thursday,7,24,False,N/A
WDR-0007154,ATM-HYD-0236,2026-01-19 20:37:00,4000,Monday,20,19,False,N/A
WDR-0007155,ATM-HYD-0281,2026-01-22 13:23:00,40000,Thursday,13,5,False,N/A
WDR-0007156,ATM-HYD-0399,2026-04-25 17:20:00,5000,Saturday,17,12,False,N/A
WDR-0007157,ATM-HYD-0156,2026-04-19 08:12:00,20000,Sunday,8,3,False,N/A
WDR-0007158,ATM-HYD-0202,2026-02-02 08:05:00,4000,Monday,8,13,True,DR-2026-1060
WDR-0007159,ATM-HYD-0416,2026-03-30 16:12:00,4000,Monday,16,4,False,N/A
WDR-0007160,ATM-HYD-0247,2026-07-29 10:30:00,5000,Wednesday,10,8,True,DR-2026-1401
WDR-0007161,ATM-HYD-0307,2026-07-17 20:57:00,4000,Friday,20,13,False,N/A
WDR-0007162,ATM-HYD-0393,2026-05-11 19:07:00,4000,Monday,19,22,False,N/A
WDR-0007163,ATM-HYD-0330,2026-04-20 14:16:00,2000,Monday,14,17,False,N/A
WDR-0007164,ATM-HYD-0066,2026-07-02 18:38:00,2000,Thursday,18,6,False,N/A
WDR-0007165,ATM-HYD-0300,2026-05-27 11:41:00,10000,Wednesday,11,24,False,N/A
WDR-0007166,ATM-HYD-0181,2026-04-06 10:44:00,10000,Monday,10,8,False,N/A
WDR-0007167,ATM-HYD-0384,2026-06-27 16:53:00,5000,Saturday,16,20,False,N/A
WDR-0007168,ATM-HYD-0199,2026-04-07 11:18:00,40000,Tuesday,11,5,False,N/A
WDR-0007169,ATM-HYD-0036,2026-06-03 19:34:00,25000,Wednesday,19,9,False,N/A
WDR-0007170,ATM-HYD-0348,2026-05-10 14:02:00,4000,Sunday,14,11,True,DR-2026-2056
WDR-0007171,ATM-HYD-0075,2026-07-05 09:35:00,10000,Sunday,9,9,False,N/A
WDR-0007172,ATM-HYD-0046,2026-07-17 17:06:00,4000,Friday,17,16,True,DR-2026-3097
WDR-0007173,ATM-HYD-0423,2026-03-15 17:12:00,10000,Sunday,17,18,False,N/A
WDR-0007174,ATM-HYD-0186,2026-04-28 13:59:00,5000,Tuesday,13,10,True,DR-2026-2084
WDR-0007175,ATM-HYD-0469,2026-02-27 03:16:00,2000,Friday,3,6,False,N/A
WDR-0007176,ATM-HYD-0264,2026-06-16 22:35:00,20000,Tuesday,22,7,False,N/A
WDR-0007177,ATM-HYD-0310,2026-02-13 07:57:00,4000,Friday,7,15,False,N/A
WDR-0007178,ATM-HYD-0162,2026-07-06 11:00:00,20000,Monday,11,19,True,DR-2026-4404
WDR-0007179,ATM-HYD-0314,2026-05-11 14:04:00,5000,Monday,14,20,True,DR-2026-2276
WDR-0007180,ATM-HYD-0276,2026-03-17 00:59:00,4000,Tuesday,0,18,True,DR-2026-3518
WDR-0007181,ATM-HYD-0233,2026-05-13 14:48:00,10000,Wednesday,14,3,False,N/A
WDR-0007182,ATM-HYD-0365,2026-06-01 14:44:00,15000,Monday,14,21,False,N/A
WDR-0007183,ATM-HYD-0086,2026-04-24 05:24:00,5000,Friday,5,13,True,DR-2026-2517
WDR-0007184,ATM-HYD-0367,2026-02-03 17:18:00,40000,Tuesday,17,6,False,N/A
WDR-0007185,ATM-HYD-0294,2026-04-17 03:11:00,2000,Friday,3,6,True,DR-2026-3464
WDR-0007186,ATM-HYD-0177,2026-05-08 10:54:00,15000,Friday,10,5,False,N/A
WDR-0007187,ATM-HYD-0506,2026-03-25 14:32:00,15000,Wednesday,14,23,False,N/A
WDR-0007188,ATM-HYD-0126,2026-01-20 11:35:00,40000,Tuesday,11,4,True,DR-2026-2854
WDR-0007189,ATM-HYD-0171,2026-01-26 20:11:00,10000,Monday,20,17,False,N/A
WDR-0007190,ATM-HYD-0165,2026-04-09 02:58:00,10000,Thursday,2,10,False,N/A
WDR-0007191,ATM-HYD-0076,2026-05-23 13:12:00,2000,Saturday,13,6,False,N/A
WDR-0007192,ATM-HYD-0466,2026-02-06 01:45:00,15000,Friday,1,5,False,N/A
WDR-0007193,ATM-HYD-0347,2026-03-08 03:20:00,2000,Sunday,3,24,False,N/A
WDR-0007194,ATM-HYD-0093,2026-02-22 05:11:00,10000,Sunday,5,11,False,N/A
WDR-0007195,ATM-HYD-0334,2026-03-08 17:34:00,4000,Sunday,17,24,True,DR-2026-4754
WDR-0007196,ATM-HYD-0473,2026-03-11 13:35:00,40000,Wednesday,13,23,False,N/A
WDR-0007197,ATM-HYD-0077,2026-04-27 16:41:00,40000,Monday,16,7,False,N/A
WDR-0007198,ATM-HYD-0070,2026-01-19 12:24:00,2000,Monday,12,6,False,N/A
WDR-0007199,ATM-HYD-0009,2026-05-15 03:47:00,15000,Friday,3,7,True,DR-2026-2301
WDR-0007200,ATM-HYD-0387,2026-02-07 11:57:00,10000,Saturday,11,20,False,N/A
WDR-0007201,ATM-HYD-0272,2026-07-27 05:20:00,25000,Monday,5,15,False,N/A
WDR-0007202,ATM-HYD-0173,2026-05-22 17:40:00,2000,Friday,17,19,False,N/A
