transaction_id,case_id,source_account,destination_account,amount,timestamp,hop_number,transaction_type,is_terminal
TXN-0001413,DR-2026-1467,ACC-MULE-00656,ACC-MULE-00333,22347.28,2026-03-25 22:02:00,2,IMPS,False
TXN-0001414,DR-2026-1467,ACC-MULE-00333,ACC-MULE-00775,21625.25,2026-03-25 22:11:00,3,IMPS,False
TXN-0001415,DR-2026-1467,ACC-MULE-00775,ACC-TERM-00146,20364.51,2026-03-25 22:25:00,4,ATM_WITHDRAWAL,True
TXN-0001416,DR-2026-1468,ACC-VIC-01384,ACC-MULE-00538,82025.64,2026-03-19 04:53:00,1,UPI,False
TXN-0001417,DR-2026-1468,ACC-MULE-00538,ACC-TERM-00212,77710.65,2026-03-19 05:15:00,2,ATM_WITHDRAWAL,True
TXN-0001418,DR-2026-1469,ACC-VIC-01420,ACC-MULE-00484,40613.57,2026-03-12 11:41:00,1,UPI,False
TXN-0001419,DR-2026-1469,ACC-MULE-00484,ACC-MULE-00490,37564.77,2026-03-12 12:00:00,2,IMPS,False
TXN-0001420,DR-2026-1469,ACC-MULE-00490,ACC-MULE-00211,35065.49,2026-03-12 12:25:00,3,IMPS,False
TXN-0001421,DR-2026-1469,ACC-MULE-00211,ACC-TERM-00352,32575.26,2026-03-12 12:40:00,4,ATM_WITHDRAWAL,True
TXN-0001422,DR-2026-1470,ACC-VIC-00611,ACC-MULE-00602,79328.22,2026-04-02 11:16:00,1,UPI,False
TXN-0001423,DR-2026-1470,ACC-MULE-00602,ACC-MULE-00616,73838.1,2026-04-02 11:24:00,2,IMPS,False
TXN-0001424,DR-2026-1470,ACC-MULE-00616,ACC-MULE-00296,69239.34,2026-04-02 11:28:00,3,IMPS,False
TXN-0001425,DR-2026-1470,ACC-MULE-00296,ACC-TERM-00218,65675.99,2026-04-02 11:32:00,4,ATM_WITHDRAWAL,True
TXN-0001426,DR-2026-1471,ACC-VIC-00030,ACC-MULE-00393,47394.8,2026-03-31 16:02:00,1,UPI,False
TXN-0001427,DR-2026-1471,ACC-MULE-00393,ACC-MULE-00137,45457.67,2026-03-31 16:20:00,2,IMPS,False
TXN-0001428,DR-2026-1471,ACC-MULE-00137,ACC-TERM-00006,43001.74,2026-03-31 16:42:00,3,ATM_WITHDRAWAL,True
TXN-0001429,DR-2026-1472,ACC-VIC-00236,ACC-MULE-00784,39663.68,2026-04-02 14:23:00,1,UPI,False
TXN-0001430,DR-2026-1472,ACC-MULE-00784,ACC-MULE-00787,36582.38,2026-04-02 14:46:00,2,IMPS,False
TXN-0001431,DR-2026-1472,ACC-MULE-00787,ACC-MULE-00078,34849.54,2026-04-02 14:57:00,3,IMPS,False
TXN-0001432,DR-2026-1472,ACC-MULE-00078,ACC-TERM-00183,33457.72,2026-04-02 15:08:00,4,ATM_WITHDRAWAL,True
TXN-0001433,DR-2026-1473,ACC-VIC-00583,ACC-MULE-00516,14503.37,2026-03-11 13:49:00,1,UPI,False
TXN-0001434,DR-2026-1473,ACC-MULE-00516,ACC-TERM-00186,13889.17,2026-03-11 14:14:00,2,ATM_WITHDRAWAL,True
TXN-0001435,DR-2026-1474,ACC-VIC-00777,ACC-MULE-00474,48447.26,2026-03-30 16:17:00,1,UPI,False
TXN-0001436,DR-2026-1474,ACC-MULE-00474,ACC-MULE-00193,45627.43,2026-03-30 16:27:00,2,IMPS,False
TXN-0001437,DR-2026-1474,ACC-MULE-00193,ACC-TERM-00155,43591.8,2026-03-30 16:33:00,3,ATM_WITHDRAWAL,True
TXN-0001438,DR-2026-1475,ACC-VIC-01057,ACC-MULE-00752,39522.11,2026-03-10 01:07:00,1,UPI,False
TXN-0001439,DR-2026-1475,ACC-MULE-00752,ACC-TERM-00152,37208.19,2026-03-10 01:24:00,2,ATM_WITHDRAWAL,True
TXN-0001440,DR-2026-1476,ACC-VIC-00530,ACC-MULE-00085,191953.13,2026-03-03 00:44:00,1,UPI,False
TXN-0001441,DR-2026-1476,ACC-MULE-00085,ACC-MULE-00205,182334.86,2026-03-03 00:54:00,2,IMPS,False
TXN-0001442,DR-2026-1476,ACC-MULE-00205,ACC-MULE-00745,168180.34,2026-03-03 01:06:00,3,IMPS,False
TXN-0001443,DR-2026-1476,ACC-MULE-00745,ACC-TERM-00298,155932.85,2026-03-03 01:25:00,4,ATM_WITHDRAWAL,True
TXN-0001444,DR-2026-1477,ACC-VIC-00177,ACC-MULE-00321,189232.63,2026-03-28 16:14:00,1,UPI,False
TXN-0001445,DR-2026-1477,ACC-MULE-00321,ACC-MULE-00319,180317.04,2026-03-28 16:27:00,2,IMPS,False
TXN-0001446,DR-2026-1477,ACC-MULE-00319,ACC-TERM-00070,173277.46,2026-03-28 16:52:00,3,ATM_WITHDRAWAL,True
TXN-0001447,DR-2026-1478,ACC-VIC-00711,ACC-MULE-00080,89653.13,2026-03-09 22:16:00,1,UPI,False
TXN-0001448,DR-2026-1478,ACC-MULE-00080,ACC-MULE-00384,84133.97,2026-03-09 22:40:00,2,IMPS,False
TXN-0001449,DR-2026-1478,ACC-MULE-00384,ACC-MULE-00553,77474.61,2026-03-09 22:52:00,3,IMPS,False
TXN-0001450,DR-2026-1478,ACC-MULE-00553,ACC-TERM-00386,72817.42,2026-03-09 23:16:00,4,ATM_WITHDRAWAL,True
TXN-0001451,DR-2026-1479,ACC-VIC-00505,ACC-MULE-00310,39583.36,2026-03-21 13:07:00,1,UPI,False
TXN-0001452,DR-2026-1479,ACC-MULE-00310,ACC-MULE-00058,38315.95,2026-03-21 13:15:00,2,IMPS,False
TXN-0001453,DR-2026-1479,ACC-MULE-00058,ACC-MULE-00585,35455.51,2026-03-21 13:33:00,3,IMPS,False
TXN-0001454,DR-2026-1479,ACC-MULE-00585,ACC-TERM-00187,33175.43,2026-03-21 13:49:00,4,ATM_WITHDRAWAL,True
TXN-0001455,DR-2026-1480,ACC-VIC-01057,ACC-MULE-00597,23690.33,2026-03-22 11:42:00,1,UPI,False
TXN-0001456,DR-2026-1480,ACC-MULE-00597,ACC-TERM-00229,22446.62,2026-03-22 12:04:00,2,ATM_WITHDRAWAL,True
TXN-0001457,DR-2026-1481,ACC-VIC-01267,ACC-MULE-00714,23111.19,2026-03-27 22:38:00,1,UPI,False
TXN-0001458,DR-2026-1481,ACC-MULE-00714,ACC-MULE-00313,22158.4,2026-03-27 22:51:00,2,IMPS,False
TXN-0001459,DR-2026-1481,ACC-MULE-00313,ACC-TERM-00265,21183.5,2026-03-27 22:57:00,3,ATM_WITHDRAWAL,True
TXN-0001460,DR-2026-1482,ACC-VIC-01203,ACC-MULE-00353,138371.23,2026-03-02 15:37:00,1,UPI,False
TXN-0001461,DR-2026-1482,ACC-MULE-00353,ACC-MULE-00504,127330.22,2026-03-02 16:00:00,2,IMPS,False
TXN-0001462,DR-2026-1482,ACC-MULE-00504,ACC-TERM-00145,122505.62,2026-03-02 16:11:00,3,ATM_WITHDRAWAL,True
TXN-0001463,DR-2026-1483,ACC-VIC-00064,ACC-MULE-00570,140192.87,2026-03-09 22:29:00,1,UPI,False
TXN-0001464,DR-2026-1483,ACC-MULE-00570,ACC-MULE-00797,134232.78,2026-03-09 22:43:00,2,IMPS,False
TXN-0001465,DR-2026-1483,ACC-MULE-00797,ACC-MULE-00710,129812.22,2026-03-09 22:57:00,3,IMPS,False
TXN-0001466,DR-2026-1483,ACC-MULE-00710,ACC-TERM-00130,121386.7,2026-03-09 23:13:00,4,ATM_WITHDRAWAL,True
TXN-0001467,DR-2026-1484,ACC-VIC-01252,ACC-MULE-00707,90517.73,2026-04-02 14:21:00,1,UPI,False
TXN-0001468,DR-2026-1484,ACC-MULE-00707,ACC-MULE-00027,86491.92,2026-04-02 14:28:00,2,IMPS,False
TXN-0001469,DR-2026-1484,ACC-MULE-00027,ACC-TERM-00339,82017.11,2026-04-02 14:40:00,3,ATM_WITHDRAWAL,True
TXN-0001470,DR-2026-1485,ACC-VIC-00196,ACC-MULE-00533,185678.42,2026-03-03 18:09:00,1,UPI,False
TXN-0001471,DR-2026-1485,ACC-MULE-00533,ACC-MULE-00594,177179.53,2026-03-03 18:30:00,2,IMPS,False
TXN-0001472,DR-2026-1485,ACC-MULE-00594,ACC-MULE-00227,170650.76,2026-03-03 18:44:00,3,IMPS,False
TXN-0001473,DR-2026-1485,ACC-MULE-00227,ACC-TERM-00094,162607.02,2026-03-03 18:48:00,4,ATM_WITHDRAWAL,True
TXN-0001474,DR-2026-1486,ACC-VIC-01333,ACC-MULE-00293,139021.28,2026-03-19 17:49:00,1,UPI,False
TXN-0001475,DR-2026-1486,ACC-MULE-00293,ACC-TERM-00135,130833.72,2026-03-19 18:13:00,2,ATM_WITHDRAWAL,True
TXN-0001476,DR-2026-1487,ACC-VIC-01447,ACC-MULE-00179,140054.47,2026-03-07 09:04:00,1,UPI,False
TXN-0001477,DR-2026-1487,ACC-MULE-00179,ACC-TERM-00076,133385.63,2026-03-07 09:16:00,2,ATM_WITHDRAWAL,True
TXN-0001478,DR-2026-1488,ACC-VIC-00724,ACC-MULE-00447,46701.89,2026-03-04 05:04:00,1,UPI,False
TXN-0001479,DR-2026-1488,ACC-MULE-00447,ACC-MULE-00407,44583.49,2026-03-04 05:13:00,2,IMPS,False
TXN-0001480,DR-2026-1488,ACC-MULE-00407,ACC-MULE-00082,41139.07,2026-03-04 05:24:00,3,IMPS,False
TXN-0001481,DR-2026-1488,ACC-MULE-00082,ACC-TERM-00284,38858.55,2026-03-04 05:31:00,4,ATM_WITHDRAWAL,True
TXN-0001482,DR-2026-1489,ACC-VIC-00821,ACC-MULE-00083,189116.69,2026-03-01 15:32:00,1,UPI,False
TXN-0001483,DR-2026-1489,ACC-MULE-00083,ACC-MULE-00705,183358.69,2026-03-01 15:44:00,2,IMPS,False
TXN-0001484,DR-2026-1489,ACC-MULE-00705,ACC-MULE-00294,170332.62,2026-03-01 15:50:00,3,IMPS,False
TXN-0001485,DR-2026-1489,ACC-MULE-00294,ACC-TERM-00382,160689.8,2026-03-01 16:14:00,4,ATM_WITHDRAWAL,True
TXN-0001486,DR-2026-1490,ACC-VIC-00110,ACC-MULE-00364,24144.08,2026-03-09 21:41:00,1,UPI,False
TXN-0001487,DR-2026-1490,ACC-MULE-00364,ACC-TERM-00218,22691.07,2026-03-09 21:50:00,2,ATM_WITHDRAWAL,True
TXN-0001488,DR-2026-1491,ACC-VIC-00831,ACC-MULE-00499,111223.2,2026-03-09 14:38:00,1,UPI,False
TXN-0001489,DR-2026-1491,ACC-MULE-00499,ACC-MULE-00620,102959.61,2026-03-09 14:49:00,2,IMPS,False
TXN-0001490,DR-2026-1491,ACC-MULE-00620,ACC-TERM-00065,97442.95,2026-03-09 15:14:00,3,ATM_WITHDRAWAL,True
TXN-0001491,DR-2026-1492,ACC-VIC-00716,ACC-MULE-00510,78379.31,2026-04-01 11:20:00,1,UPI,False
TXN-0001492,DR-2026-1492,ACC-MULE-00510,ACC-TERM-00389,74814.48,2026-04-01 11:34:00,2,ATM_WITHDRAWAL,True
TXN-0001493,DR-2026-1493,ACC-VIC-00322,ACC-MULE-00451,14100.71,2026-03-03 06:08:00,1,UPI,False
TXN-0001494,DR-2026-1493,ACC-MULE-00451,ACC-TERM-00076,13172.88,2026-03-03 06:16:00,2,ATM_WITHDRAWAL,True
TXN-0001495,DR-2026-1494,ACC-VIC-00879,ACC-MULE-00648,140878.63,2026-03-14 06:25:00,1,UPI,False
TXN-0001496,DR-2026-1494,ACC-MULE-00648,ACC-TERM-00328,136086.36,2026-03-14 06:38:00,2,ATM_WITHDRAWAL,True
TXN-0001497,DR-2026-1495,ACC-VIC-00389,ACC-MULE-00121,114275.09,2026-03-18 14:22:00,1,UPI,False
TXN-0001498,DR-2026-1495,ACC-MULE-00121,ACC-TERM-00107,108331.07,2026-03-18 14:31:00,2,ATM_WITHDRAWAL,True
TXN-0001499,DR-2026-1496,ACC-VIC-01276,ACC-MULE-00095,192257.28,2026-03-30 02:45:00,1,UPI,False
TXN-0001500,DR-2026-1496,ACC-MULE-00095,ACC-MULE-00498,178477.13,2026-03-30 02:52:00,2,IMPS,False
TXN-0001501,DR-2026-1496,ACC-MULE-00498,ACC-MULE-00608,171030.72,2026-03-30 03:15:00,3,IMPS,False
TXN-0001502,DR-2026-1496,ACC-MULE-00608,ACC-TERM-00348,165557.85,2026-03-30 03:29:00,4,ATM_WITHDRAWAL,True
TXN-0001503,DR-2026-1497,ACC-VIC-00179,ACC-MULE-00214,38845.11,2026-03-06 11:40:00,1,UPI,False
TXN-0001504,DR-2026-1497,ACC-MULE-00214,ACC-MULE-00107,36828.51,2026-03-06 12:03:00,2,IMPS,False
TXN-0001505,DR-2026-1497,ACC-MULE-00107,ACC-TERM-00063,35635.24,2026-03-06 12:10:00,3,ATM_WITHDRAWAL,True
TXN-0001506,DR-2026-1498,ACC-VIC-00645,ACC-MULE-00208,80898.22,2026-03-19 04:48:00,1,UPI,False
TXN-0001507,DR-2026-1498,ACC-MULE-00208,ACC-MULE-00520,76080.0,2026-03-19 05:05:00,2,IMPS,False
TXN-0001508,DR-2026-1498,ACC-MULE-00520,ACC-MULE-00560,72281.7,2026-03-19 05:25:00,3,IMPS,False
TXN-0001509,DR-2026-1498,ACC-MULE-00560,ACC-TERM-00292,67424.47,2026-03-19 05:41:00,4,ATM_WITHDRAWAL,True
TXN-0001510,DR-2026-1499,ACC-VIC-00500,ACC-MULE-00791,47973.16,2026-03-11 16:04:00,1,UPI,False
TXN-0001511,DR-2026-1499,ACC-MULE-00791,ACC-MULE-00610,44691.95,2026-03-11 16:12:00,2,IMPS,False
TXN-0001512,DR-2026-1499,ACC-MULE-00610,ACC-TERM-00109,42648.11,2026-03-11 16:33:00,3,ATM_WITHDRAWAL,True
TXN-0001513,DR-2026-1500,ACC-VIC-00619,ACC-MULE-00189,115681.77,2026-03-04 08:17:00,1,UPI,False
TXN-0001514,DR-2026-1500,ACC-MULE-00189,ACC-TERM-00342,107633.19,2026-03-04 08:39:00,2,ATM_WITHDRAWAL,True
TXN-0001515,DR-2026-1501,ACC-VIC-01124,ACC-MULE-00018,185296.81,2026-03-02 08:33:00,1,UPI,False
TXN-0001516,DR-2026-1501,ACC-MULE-00018,ACC-MULE-00395,171186.31,2026-03-02 08:42:00,2,IMPS,False
TXN-0001517,DR-2026-1501,ACC-MULE-00395,ACC-TERM-00211,160158.49,2026-03-02 09:02:00,3,ATM_WITHDRAWAL,True
TXN-0001518,DR-2026-1502,ACC-VIC-00512,ACC-MULE-00716,14036.59,2026-03-28 12:45:00,1,UPI,False
TXN-0001519,DR-2026-1502,ACC-MULE-00716,ACC-TERM-00370,13480.51,2026-03-28 13:08:00,2,ATM_WITHDRAWAL,True
TXN-0001520,DR-2026-1503,ACC-VIC-00651,ACC-MULE-00051,39822.4,2026-04-01 20:05:00,1,UPI,False
TXN-0001521,DR-2026-1503,ACC-MULE-00051,ACC-MULE-00672,38341.5,2026-04-01 20:16:00,2,IMPS,False
TXN-0001522,DR-2026-1503,ACC-MULE-00672,ACC-TERM-00272,35831.82,2026-04-01 20:39:00,3,ATM_WITHDRAWAL,True
TXN-0001523,DR-2026-1504,ACC-VIC-00117,ACC-MULE-00538,14051.15,2026-03-12 15:11:00,1,UPI,False
TXN-0001524,DR-2026-1504,ACC-MULE-00538,ACC-MULE-00343,13334.09,2026-03-12 15:26:00,2,IMPS,False
TXN-0001525,DR-2026-1504,ACC-MULE-00343,ACC-TERM-00002,12564.09,2026-03-12 15:31:00,3,ATM_WITHDRAWAL,True
TXN-0001526,DR-2026-1505,ACC-VIC-00568,ACC-MULE-00344,81675.22,2026-03-24 06:06:00,1,UPI,False
TXN-0001527,DR-2026-1505,ACC-MULE-00344,ACC-TERM-00282,78170.62,2026-03-24 06:15:00,2,ATM_WITHDRAWAL,True
TXN-0001528,DR-2026-1506,ACC-VIC-00156,ACC-MULE-00636,23861.74,2026-03-22 17:40:00,1,UPI,False
TXN-0001529,DR-2026-1506,ACC-MULE-00636,ACC-TERM-00242,22412.1,2026-03-22 17:55:00,2,ATM_WITHDRAWAL,True
TXN-0001530,DR-2026-1507,ACC-VIC-01064,ACC-MULE-00006,186255.79,2026-03-13 13:25:00,1,UPI,False
TXN-0001531,DR-2026-1507,ACC-MULE-00006,ACC-MULE-00518,177617.92,2026-03-13 13:45:00,2,IMPS,False
TXN-0001532,DR-2026-1507,ACC-MULE-00518,ACC-MULE-00346,166539.26,2026-03-13 14:01:00,3,IMPS,False
TXN-0001533,DR-2026-1507,ACC-MULE-00346,ACC-TERM-00273,157370.03,2026-03-13 14:25:00,4,ATM_WITHDRAWAL,True
TXN-0001534,DR-2026-1508,ACC-VIC-01108,ACC-MULE-00054,14069.52,2026-03-25 17:03:00,1,UPI,False
TXN-0001535,DR-2026-1508,ACC-MULE-00054,ACC-TERM-00019,13141.01,2026-03-25 17:23:00,2,ATM_WITHDRAWAL,True
TXN-0001536,DR-2026-1509,ACC-VIC-00008,ACC-MULE-00642,14373.23,2026-03-05 09:46:00,1,UPI,False
TXN-0001537,DR-2026-1509,ACC-MULE-00642,ACC-MULE-00154,13590.19,2026-03-05 09:50:00,2,IMPS,False
TXN-0001538,DR-2026-1509,ACC-MULE-00154,ACC-MULE-00351,12715.25,2026-03-05 10:01:00,3,IMPS,False
TXN-0001539,DR-2026-1509,ACC-MULE-00351,ACC-TERM-00237,12235.83,2026-03-05 10:12:00,4,ATM_WITHDRAWAL,True
TXN-0001540,DR-2026-1510,ACC-VIC-01160,ACC-MULE-00685,23123.14,2026-03-26 06:04:00,1,UPI,False
TXN-0001541,DR-2026-1510,ACC-MULE-00685,ACC-TERM-00135,22369.85,2026-03-26 06:27:00,2,ATM_WITHDRAWAL,True
TXN-0001542,DR-2026-1511,ACC-VIC-00465,ACC-MULE-00623,80811.27,2026-03-10 10:31:00,1,UPI,False
TXN-0001543,DR-2026-1511,ACC-MULE-00623,ACC-MULE-00232,76070.77,2026-03-10 10:49:00,2,IMPS,False
TXN-0001544,DR-2026-1511,ACC-MULE-00232,ACC-MULE-00372,70742.57,2026-03-10 11:13:00,3,IMPS,False
TXN-0001545,DR-2026-1511,ACC-MULE-00372,ACC-TERM-00019,65251.38,2026-03-10 11:35:00,4,ATM_WITHDRAWAL,True
TXN-0001546,DR-2026-1512,ACC-VIC-00630,ACC-MULE-00040,91559.6,2026-03-27 23:27:00,1,UPI,False
TXN-0001547,DR-2026-1512,ACC-MULE-00040,ACC-MULE-00640,86234.1,2026-03-27 23:38:00,2,IMPS,False
TXN-0001548,DR-2026-1512,ACC-MULE-00640,ACC-MULE-00103,80152.53,2026-03-27 23:56:00,3,IMPS,False
TXN-0001549,DR-2026-1512,ACC-MULE-00103,ACC-TERM-00076,74425.91,2026-03-28 00:19:00,4,ATM_WITHDRAWAL,True
TXN-0001550,DR-2026-1513,ACC-VIC-00890,ACC-MULE-00724,23980.3,2026-03-24 08:10:00,1,UPI,False
TXN-0001551,DR-2026-1513,ACC-MULE-00724,ACC-MULE-00780,22903.66,2026-03-24 08:19:00,2,IMPS,False
TXN-0001552,DR-2026-1513,ACC-MULE-00780,ACC-MULE-00588,21839.35,2026-03-24 08:33:00,3,IMPS,False
TXN-0001553,DR-2026-1513,ACC-MULE-00588,ACC-TERM-00035,20395.87,2026-03-24 08:43:00,4,ATM_WITHDRAWAL,True
TXN-0001554,DR-2026-1514,ACC-VIC-01198,ACC-MULE-00406,23816.97,2026-03-23 21:15:00,1,UPI,False
TXN-0001555,DR-2026-1514,ACC-MULE-00406,ACC-TERM-00072,22826.55,2026-03-23 21:36:00,2,ATM_WITHDRAWAL,True
TXN-0001556,DR-2026-1515,ACC-VIC-00878,ACC-MULE-00442,23565.68,2026-03-05 06:25:00,1,UPI,False
TXN-0001557,DR-2026-1515,ACC-MULE-00442,ACC-TERM-00356,22408.76,2026-03-05 06:38:00,2,ATM_WITHDRAWAL,True
TXN-0001558,DR-2026-1516,ACC-VIC-00176,ACC-MULE-00047,40082.94,2026-03-12 13:37:00,1,UPI,False
TXN-0001559,DR-2026-1516,ACC-MULE-00047,ACC-MULE-00659,37190.78,2026-03-12 14:00:00,2,IMPS,False
TXN-0001560,DR-2026-1516,ACC-MULE-00659,ACC-TERM-00270,35429.12,2026-03-12 14:17:00,3,ATM_WITHDRAWAL,True
TXN-0001561,DR-2026-1517,ACC-VIC-01290,ACC-MULE-00668,46245.49,2026-03-28 05:04:00,1,UPI,False
TXN-0001562,DR-2026-1517,ACC-MULE-00668,ACC-MULE-00374,43267.11,2026-03-28 05:13:00,2,IMPS,False
TXN-0001563,DR-2026-1517,ACC-MULE-00374,ACC-TERM-00324,41190.82,2026-03-28 05:24:00,3,ATM_WITHDRAWAL,True
TXN-0001564,DR-2026-1518,ACC-VIC-00508,ACC-MULE-00096,114054.23,2026-03-16 00:44:00,1,UPI,False
TXN-0001565,DR-2026-1518,ACC-MULE-00096,ACC-TERM-00263,107590.98,2026-03-16 01:02:00,2,ATM_WITHDRAWAL,True
TXN-0001566,DR-2026-1519,ACC-VIC-00216,ACC-MULE-00190,82399.66,2026-03-10 05:04:00,1,UPI,False
TXN-0001567,DR-2026-1519,ACC-MULE-00190,ACC-MULE-00166,77949.51,2026-03-10 05:13:00,2,IMPS,False
TXN-0001568,DR-2026-1519,ACC-MULE-00166,ACC-MULE-00651,72161.33,2026-03-10 05:35:00,3,IMPS,False
TXN-0001569,DR-2026-1519,ACC-MULE-00651,ACC-TERM-00292,68717.52,2026-03-10 05:41:00,4,ATM_WITHDRAWAL,True
TXN-0001570,DR-2026-1520,ACC-VIC-00207,ACC-MULE-00039,82011.28,2026-03-29 19:09:00,1,UPI,False
TXN-0001571,DR-2026-1520,ACC-MULE-00039,ACC-MULE-00297,76029.8,2026-03-29 19:17:00,2,IMPS,False
TXN-0001572,DR-2026-1520,ACC-MULE-00297,ACC-MULE-00754,73553.15,2026-03-29 19:41:00,3,IMPS,False
TXN-0001573,DR-2026-1520,ACC-MULE-00754,ACC-TERM-00328,71149.21,2026-03-29 19:59:00,4,ATM_WITHDRAWAL,True
TXN-0001574,DR-2026-1521,ACC-VIC-00453,ACC-MULE-00348,82190.09,2026-03-29 17:52:00,1,UPI,False
TXN-0001575,DR-2026-1521,ACC-MULE-00348,ACC-TERM-00061,78087.31,2026-03-29 18:07:00,2,ATM_WITHDRAWAL,True
TXN-0001576,DR-2026-1522,ACC-VIC-01208,ACC-MULE-00447,189796.77,2026-03-11 14:51:00,1,UPI,False
TXN-0001577,DR-2026-1522,ACC-MULE-00447,ACC-MULE-00736,175208.54,2026-03-11 15:10:00,2,IMPS,False
TXN-0001578,DR-2026-1522,ACC-MULE-00736,ACC-MULE-00092,161480.51,2026-03-11 15:28:00,3,IMPS,False
TXN-0001579,DR-2026-1522,ACC-MULE-00092,ACC-TERM-00370,156185.98,2026-03-11 15:52:00,4,ATM_WITHDRAWAL,True
TXN-0001580,DR-2026-1523,ACC-VIC-00087,ACC-MULE-00748,143323.47,2026-03-13 15:20:00,1,UPI,False
TXN-0001581,DR-2026-1523,ACC-MULE-00748,ACC-TERM-00284,133512.6,2026-03-13 15:25:00,2,ATM_WITHDRAWAL,True
TXN-0001582,DR-2026-1524,ACC-VIC-01413,ACC-MULE-00661,111419.77,2026-04-01 08:35:00,1,UPI,False
TXN-0001583,DR-2026-1524,ACC-MULE-00661,ACC-MULE-00206,105080.83,2026-04-01 08:51:00,2,IMPS,False
TXN-0001584,DR-2026-1524,ACC-MULE-00206,ACC-MULE-00385,100508.11,2026-04-01 08:56:00,3,IMPS,False
TXN-0001585,DR-2026-1524,ACC-MULE-00385,ACC-TERM-00219,96326.19,2026-04-01 09:18:00,4,ATM_WITHDRAWAL,True
TXN-0001586,DR-2026-1525,ACC-VIC-00816,ACC-MULE-00464,23033.93,2026-03-10 11:41:00,1,UPI,False
TXN-0001587,DR-2026-1525,ACC-MULE-00464,ACC-MULE-00322,21427.52,2026-03-10 11:49:00,2,IMPS,False
TXN-0001588,DR-2026-1525,ACC-MULE-00322,ACC-MULE-00708,19895.28,2026-03-10 11:57:00,3,IMPS,False
TXN-0001589,DR-2026-1525,ACC-MULE-00708,ACC-TERM-00255,18899.38,2026-03-10 12:18:00,4,ATM_WITHDRAWAL,True
TXN-0001590,DR-2026-1526,ACC-VIC-00199,ACC-MULE-00710,142931.12,2026-03-24 17:04:00,1,UPI,False
TXN-0001591,DR-2026-1526,ACC-MULE-00710,ACC-MULE-00649,137271.06,2026-03-24 17:29:00,2,IMPS,False
TXN-0001592,DR-2026-1526,ACC-MULE-00649,ACC-TERM-00381,132461.8,2026-03-24 17:47:00,3,ATM_WITHDRAWAL,True
TXN-0001593,DR-2026-1527,ACC-VIC-00088,ACC-MULE-00538,112914.55,2026-03-23 02:54:00,1,UPI,False
TXN-0001594,DR-2026-1527,ACC-MULE-00538,ACC-MULE-00291,106057.81,2026-03-23 03:03:00,2,IMPS,False
TXN-0001595,DR-2026-1527,ACC-MULE-00291,ACC-TERM-00100,98618.86,2026-03-23 03:12:00,3,ATM_WITHDRAWAL,True
TXN-0001596,DR-2026-1528,ACC-VIC-00714,ACC-MULE-00366,39275.0,2026-04-01 13:01:00,1,UPI,False
TXN-0001597,DR-2026-1528,ACC-MULE-00366,ACC-MULE-00060,36662.65,2026-04-01 13:24:00,2,IMPS,False
TXN-0001598,DR-2026-1528,ACC-MULE-00060,ACC-MULE-00567,34925.84,2026-04-01 13:44:00,3,IMPS,False
TXN-0001599,DR-2026-1528,ACC-MULE-00567,ACC-TERM-00178,32270.74,2026-04-01 13:55:00,4,ATM_WITHDRAWAL,True
TXN-0001600,DR-2026-1529,ACC-VIC-00929,ACC-MULE-00204,184373.42,2026-03-09 13:37:00,1,UPI,False
TXN-0001601,DR-2026-1529,ACC-MULE-00204,ACC-MULE-00003,176536.34,2026-03-09 13:45:00,2,IMPS,False
TXN-0001602,DR-2026-1529,ACC-MULE-00003,ACC-MULE-00677,163992.39,2026-03-09 14:10:00,3,IMPS,False
TXN-0001603,DR-2026-1529,ACC-MULE-00677,ACC-TERM-00100,157860.17,2026-03-09 14:34:00,4,ATM_WITHDRAWAL,True
TXN-0001604,DR-2026-1530,ACC-VIC-00664,ACC-MULE-00439,14432.94,2026-04-02 03:42:00,1,UPI,False
TXN-0001605,DR-2026-1530,ACC-MULE-00439,ACC-MULE-00743,13384.04,2026-04-02 03:58:00,2,IMPS,False
TXN-0001606,DR-2026-1530,ACC-MULE-00743,ACC-TERM-00097,12621.91,2026-04-02 04:21:00,3,ATM_WITHDRAWAL,True
TXN-0001607,DR-2026-1531,ACC-VIC-00183,ACC-MULE-00732,114524.29,2026-03-09 02:53:00,1,UPI,False
TXN-0001608,DR-2026-1531,ACC-MULE-00732,ACC-MULE-00182,106050.35,2026-03-09 02:58:00,2,IMPS,False
TXN-0001609,DR-2026-1531,ACC-MULE-00182,ACC-TERM-00278,99426.59,2026-03-09 03:17:00,3,ATM_WITHDRAWAL,True
TXN-0001610,DR-2026-1532,ACC-VIC-00114,ACC-MULE-00205,140810.55,2026-03-03 17:42:00,1,UPI,False
TXN-0001611,DR-2026-1532,ACC-MULE-00205,ACC-TERM-00035,130625.53,2026-03-03 17:58:00,2,ATM_WITHDRAWAL,True
TXN-0001612,DR-2026-1533,ACC-VIC-00728,ACC-MULE-00759,91919.24,2026-03-12 01:37:00,1,UPI,False
TXN-0001613,DR-2026-1533,ACC-MULE-00759,ACC-MULE-00398,87240.92,2026-03-12 01:44:00,2,IMPS,False
TXN-0001614,DR-2026-1533,ACC-MULE-00398,ACC-MULE-00670,83284.34,2026-03-12 01:53:00,3,IMPS,False
TXN-0001615,DR-2026-1533,ACC-MULE-00670,ACC-TERM-00334,76997.82,2026-03-12 02:11:00,4,ATM_WITHDRAWAL,True
