atm_id,bank,latitude,longitude,area,locality,city,pincode,is_24x7,demo_dataset,atm_name,atm_type,operating_hours,historical_withdrawal_count,historical_cashout_rate,average_withdrawal_amount,historical_risk_score,distance_to_police,distance_to_highway,nearby_landmarks,active_status
ATM-HYD-0098,State Bank of India,17.438279,78.449934,Ameerpet,Metro Station / Mythrivanam,Hyderabad,500038,True,True,State Bank of India ATM - Ameerpet,Off-Site Kiosk,24 Hours,517,0.18,15000,0.82,1.89,2.57,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0099,Bank of India,17.433523,78.448892,Ameerpet,Metro Station / Mythrivanam,Hyderabad,500038,True,True,Bank of India ATM - Ameerpet,Off-Site Kiosk,24 Hours,307,0.47,4000,0.56,1.64,3.27,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0100,Kotak Mahindra Bank,17.493562,78.394357,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,False,True,Kotak Mahindra Bank ATM - Kukatpally,On-Site,06:00 - 23:00,524,0.26,20000,0.29,0.55,2.15,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0101,State Bank of India,17.49491,78.402024,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,State Bank of India ATM - Kukatpally,Off-Site Kiosk,24 Hours,388,0.16,8000,0.75,0.32,2.18,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0102,State Bank of India,17.498174,78.404242,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,False,True,State Bank of India ATM - Kukatpally,On-Site,06:00 - 23:00,719,0.4,8000,0.52,0.74,2.38,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0103,ICICI Bank,17.4871,78.39528,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,ICICI Bank ATM - Kukatpally,On-Site,24 Hours,803,0.24,10000,0.73,0.82,0.55,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0104,HDFC Bank,17.495618,78.401812,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,HDFC Bank ATM - Kukatpally,Off-Site Kiosk,24 Hours,790,0.44,10000,0.65,0.36,1.64,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0105,HDFC Bank,17.495618,78.416837,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,False,True,HDFC Bank ATM - Kukatpally,Off-Site Kiosk,06:00 - 23:00,806,0.22,15000,0.69,1.32,1.73,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0106,HDFC Bank,17.495869,78.40461,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,False,True,HDFC Bank ATM - Kukatpally,Off-Site Kiosk,06:00 - 23:00,746,0.22,5000,0.73,0.61,0.49,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0107,HDFC Bank,17.497593,78.402431,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,HDFC Bank ATM - Kukatpally,Off-Site Kiosk,24 Hours,389,0.39,15000,0.58,0.57,1.45,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0108,Kotak Mahindra Bank,17.491881,78.402915,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,Kotak Mahindra Bank ATM - Kukatpally,On-Site,24 Hours,472,0.19,5000,0.4,0.4,1.05,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0109,State Bank of India,17.489822,78.398434,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,False,True,State Bank of India ATM - Kukatpally,On-Site,06:00 - 23:00,750,0.37,8000,0.54,0.4,1.9,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0110,Axis Bank,17.491116,78.399868,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,Axis Bank ATM - Kukatpally,On-Site,24 Hours,387,0.38,10000,0.54,0.25,0.99,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0111,State Bank of India,17.503716,78.391097,Kukatpally,KPHB Colony / JNTU Road,Hyderabad,500072,True,True,State Bank of India ATM - Kukatpally,On-Site,24 Hours,642,0.28,4000,0.22,1.29,0.93,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0112,Andhra Bank (UBI),17.371888,78.517443,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,True,True,Andhra Bank (UBI) ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,453,0.36,8000,0.48,0.84,1.95,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0113,HDFC Bank,17.366676,78.5296,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,HDFC Bank ATM - Dilsukhnagar,On-Site,06:00 - 23:00,703,0.24,20000,0.47,0.57,1.21,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0114,HDFC Bank,17.369089,78.51985,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,True,True,HDFC Bank ATM - Dilsukhnagar,On-Site,24 Hours,337,0.23,20000,0.53,0.52,2.72,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0115,HDFC Bank,17.365581,78.527758,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,True,True,HDFC Bank ATM - Dilsukhnagar,On-Site,24 Hours,361,0.39,8000,0.66,0.48,3.42,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0116,Andhra Bank (UBI),17.365513,78.525674,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,Andhra Bank (UBI) ATM - Dilsukhnagar,On-Site,06:00 - 23:00,429,0.47,5000,0.36,0.38,1.39,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0117,State Bank of India,17.369005,78.521768,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,State Bank of India ATM - Dilsukhnagar,On-Site,06:00 - 23:00,686,0.17,4000,0.83,0.31,2.03,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0118,Canara Bank,17.378448,78.527553,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,Canara Bank ATM - Dilsukhnagar,Off-Site Kiosk,06:00 - 23:00,269,0.35,10000,0.22,0.98,0.24,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0119,Canara Bank,17.359687,78.525539,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,Canara Bank ATM - Dilsukhnagar,On-Site,06:00 - 23:00,630,0.28,5000,0.83,1.02,1.03,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0120,ICICI Bank,17.365822,78.528536,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,False,True,ICICI Bank ATM - Dilsukhnagar,Off-Site Kiosk,06:00 - 23:00,256,0.42,10000,0.49,0.52,2.1,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0121,Andhra Bank (UBI),17.365234,78.524184,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,True,True,Andhra Bank (UBI) ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,295,0.17,15000,0.81,0.4,0.48,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0122,Canara Bank,17.371072,78.528596,Dilsukhnagar,Main Road / Bus Stand Complex,Hyderabad,500060,True,True,Canara Bank ATM - Dilsukhnagar,On-Site,24 Hours,711,0.4,15000,0.57,0.48,2.24,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0123,State Bank of India,17.356199,78.473195,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,State Bank of India ATM - Charminar,Off-Site Kiosk,24 Hours,529,0.28,10000,0.36,0.62,2.14,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0124,State Bank of India,17.359463,78.47176,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,State Bank of India ATM - Charminar,On-Site,24 Hours,722,0.34,15000,0.82,0.39,0.53,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0125,Canara Bank,17.369545,78.476522,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Canara Bank ATM - Charminar,Off-Site Kiosk,24 Hours,780,0.2,20000,0.21,0.9,0.99,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0126,State Bank of India,17.355926,78.47883,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,State Bank of India ATM - Charminar,On-Site,24 Hours,300,0.12,10000,0.63,0.77,1.75,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0127,Union Bank of India,17.37115,78.479346,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Union Bank of India ATM - Charminar,On-Site,24 Hours,435,0.37,20000,0.75,1.17,0.43,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0128,State Bank of India,17.354763,78.472521,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,State Bank of India ATM - Charminar,On-Site,24 Hours,410,0.4,20000,0.56,0.79,2.85,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0129,Canara Bank,17.367301,78.471515,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Canara Bank ATM - Charminar,On-Site,24 Hours,257,0.32,20000,0.25,0.72,1.08,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0130,Union Bank of India,17.363597,78.478186,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Union Bank of India ATM - Charminar,On-Site,24 Hours,201,0.18,8000,0.57,0.43,2.92,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0131,State Bank of India,17.357429,78.474432,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,False,True,State Bank of India ATM - Charminar,Off-Site Kiosk,06:00 - 23:00,589,0.16,20000,0.36,0.46,1.53,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0132,Bank of Baroda,17.347014,78.47009,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Bank of Baroda ATM - Charminar,On-Site,24 Hours,692,0.3,4000,0.57,0.32,3.14,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0133,Union Bank of India,17.360463,78.469085,Charminar,Laad Bazaar / Gulzar Houz,Hyderabad,500002,True,True,Union Bank of India ATM - Charminar,Off-Site Kiosk,24 Hours,758,0.21,4000,0.31,0.61,2.43,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0134,HDFC Bank,17.398946,78.434164,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,False,True,HDFC Bank ATM - Mehdipatnam,Off-Site Kiosk,06:00 - 23:00,741,0.46,20000,0.72,1.06,2.1,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0135,ICICI Bank,17.38962,78.441188,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,ICICI Bank ATM - Mehdipatnam,Off-Site Kiosk,24 Hours,319,0.29,20000,0.46,0.23,1.12,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0136,Axis Bank,17.398086,78.434139,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,Axis Bank ATM - Mehdipatnam,Off-Site Kiosk,24 Hours,586,0.35,10000,0.83,1.0,1.75,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0137,State Bank of India,17.396834,78.440646,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,State Bank of India ATM - Mehdipatnam,On-Site,24 Hours,468,0.36,5000,0.38,0.58,2.49,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0138,Axis Bank,17.387183,78.442679,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,Axis Bank ATM - Mehdipatnam,On-Site,24 Hours,550,0.41,15000,0.18,0.54,0.49,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0139,State Bank of India,17.392496,78.437899,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,State Bank of India ATM - Mehdipatnam,On-Site,24 Hours,258,0.47,10000,0.76,0.3,2.92,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0140,Punjab National Bank,17.391914,78.438866,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,Punjab National Bank ATM - Mehdipatnam,On-Site,24 Hours,695,0.29,4000,0.28,0.19,1.39,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0141,ICICI Bank,17.392111,78.44358,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,ICICI Bank ATM - Mehdipatnam,Off-Site Kiosk,24 Hours,780,0.28,4000,0.29,0.32,2.01,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0142,State Bank of India,17.398737,78.43503,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,State Bank of India ATM - Mehdipatnam,Off-Site Kiosk,24 Hours,588,0.44,10000,0.23,0.99,3.41,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0143,HDFC Bank,17.401199,78.431816,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,True,True,HDFC Bank ATM - Mehdipatnam,Off-Site Kiosk,24 Hours,385,0.38,8000,0.54,1.42,2.02,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0144,ICICI Bank,17.390917,78.443247,Mehdipatnam,Rythu Bazar / Pillar No 40,Hyderabad,500028,False,True,ICICI Bank ATM - Mehdipatnam,On-Site,06:00 - 23:00,256,0.29,4000,0.6,0.29,0.71,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0145,State Bank of India,17.427764,78.452598,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,Off-Site Kiosk,24 Hours,438,0.3,8000,0.44,0.93,1.79,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0146,Axis Bank,17.425563,78.453181,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,Axis Bank ATM - Somajiguda,On-Site,24 Hours,607,0.32,10000,0.28,0.68,2.18,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0147,HDFC Bank,17.423848,78.459223,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,HDFC Bank ATM - Somajiguda,Off-Site Kiosk,24 Hours,279,0.43,8000,0.69,0.8,3.02,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0148,State Bank of India,17.428107,78.452282,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,On-Site,24 Hours,659,0.22,4000,0.35,0.97,1.19,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0149,HDFC Bank,17.430548,78.456783,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,HDFC Bank ATM - Somajiguda,On-Site,24 Hours,815,0.3,5000,0.46,1.29,1.8,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0150,State Bank of India,17.430158,78.458233,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,On-Site,24 Hours,696,0.26,8000,0.76,1.3,3.44,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0151,Axis Bank,17.42277,78.452879,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,Axis Bank ATM - Somajiguda,On-Site,24 Hours,532,0.2,10000,0.18,0.38,2.66,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0152,State Bank of India,17.429863,78.458147,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,Off-Site Kiosk,24 Hours,530,0.26,20000,0.7,1.27,2.35,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0153,State Bank of India,17.426406,78.455928,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,False,True,State Bank of India ATM - Somajiguda,On-Site,06:00 - 23:00,177,0.17,15000,0.38,0.83,0.53,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0154,State Bank of India,17.432249,78.452738,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,Off-Site Kiosk,24 Hours,242,0.31,10000,0.16,1.43,0.68,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0155,HDFC Bank,17.428962,78.45449,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,False,True,HDFC Bank ATM - Somajiguda,Off-Site Kiosk,06:00 - 23:00,298,0.15,8000,0.39,1.07,2.49,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0156,State Bank of India,17.42552,78.460344,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,State Bank of India ATM - Somajiguda,Off-Site Kiosk,24 Hours,476,0.43,15000,0.42,1.01,1.24,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0157,HDFC Bank,17.430214,78.459061,Somajiguda,Raj Bhavan Road / Yashoda Hospital Junction,Hyderabad,500082,True,True,HDFC Bank ATM - Somajiguda,Off-Site Kiosk,24 Hours,639,0.43,4000,0.58,1.35,0.97,Near Somajiguda Metro / Junction,ACTIVE
ATM-HYD-0158,ICICI Bank,17.475775,78.357895,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,ICICI Bank ATM - Kondapur,Off-Site Kiosk,24 Hours,434,0.48,20000,0.21,0.73,3.43,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0159,Axis Bank,17.472969,78.356404,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,False,True,Axis Bank ATM - Kondapur,Off-Site Kiosk,06:00 - 23:00,242,0.28,20000,0.36,1.07,0.3,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0160,State Bank of India,17.471359,78.357214,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,State Bank of India ATM - Kondapur,On-Site,24 Hours,197,0.23,8000,0.45,1.17,1.01,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0161,State Bank of India,17.470336,78.360478,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,State Bank of India ATM - Kondapur,On-Site,24 Hours,838,0.41,5000,0.27,1.16,2.21,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0162,State Bank of India,17.466218,78.367216,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,State Bank of India ATM - Kondapur,On-Site,24 Hours,839,0.21,15000,0.25,1.38,1.72,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0163,HDFC Bank,17.465373,78.352336,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,False,True,HDFC Bank ATM - Kondapur,On-Site,06:00 - 23:00,401,0.36,10000,0.78,1.55,2.44,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0164,HDFC Bank,17.475111,78.361362,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,HDFC Bank ATM - Kondapur,On-Site,24 Hours,592,0.46,15000,0.36,0.62,3.37,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0165,ICICI Bank,17.472709,78.360628,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,ICICI Bank ATM - Kondapur,Off-Site Kiosk,24 Hours,607,0.42,5000,0.85,0.9,3.02,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0166,State Bank of India,17.469845,78.353762,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,State Bank of India ATM - Kondapur,On-Site,24 Hours,530,0.33,15000,0.36,1.24,2.51,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0167,HDFC Bank,17.470241,78.354753,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,HDFC Bank ATM - Kondapur,On-Site,24 Hours,814,0.26,4000,0.55,1.29,2.46,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0168,State Bank of India,17.474288,78.357138,Kondapur,RTO Office / Botanical Garden Road,Hyderabad,500084,True,True,State Bank of India ATM - Kondapur,Off-Site Kiosk,24 Hours,190,0.45,20000,0.5,0.9,3.18,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0169,Punjab National Bank,17.383385,78.477454,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Punjab National Bank ATM - Abids,On-Site,24 Hours,375,0.34,8000,0.3,2.19,0.83,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0170,Bank of Baroda,17.388958,78.476363,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Bank of Baroda ATM - Abids,On-Site,24 Hours,815,0.37,5000,0.59,1.56,3.18,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0171,Bank of Baroda,17.3834,78.479997,Abids,GPO / Tilak Road,Hyderabad,500001,False,True,Bank of Baroda ATM - Abids,Off-Site Kiosk,06:00 - 23:00,456,0.4,4000,0.56,2.28,2.62,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0172,State Bank of India,17.388202,78.476619,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,State Bank of India ATM - Abids,On-Site,24 Hours,442,0.24,10000,0.27,1.65,0.64,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0173,Central Bank of India,17.38498,78.479944,Abids,GPO / Tilak Road,Hyderabad,500001,False,True,Central Bank of India ATM - Abids,On-Site,06:00 - 23:00,514,0.31,8000,0.73,2.11,1.05,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0174,Bank of Baroda,17.380584,78.472566,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Bank of Baroda ATM - Abids,Off-Site Kiosk,24 Hours,633,0.47,8000,0.67,2.12,1.32,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0175,Bank of Baroda,17.383867,78.477939,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Bank of Baroda ATM - Abids,On-Site,24 Hours,217,0.17,5000,0.75,2.15,2.59,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0176,Punjab National Bank,17.388499,78.485539,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Punjab National Bank ATM - Abids,Off-Site Kiosk,24 Hours,710,0.25,10000,0.16,2.13,1.97,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0177,Punjab National Bank,17.390959,78.47818,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Punjab National Bank ATM - Abids,On-Site,24 Hours,828,0.39,8000,0.56,1.44,2.91,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0178,Bank of Baroda,17.387014,78.474389,Abids,GPO / Tilak Road,Hyderabad,500001,False,True,Bank of Baroda ATM - Abids,Off-Site Kiosk,06:00 - 23:00,250,0.36,10000,0.17,1.72,3.12,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0179,Central Bank of India,17.387017,78.477601,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Central Bank of India ATM - Abids,On-Site,24 Hours,764,0.2,4000,0.59,1.81,1.73,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0180,Bank of Baroda,17.388552,78.475177,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,Bank of Baroda ATM - Abids,Off-Site Kiosk,24 Hours,804,0.27,5000,0.18,1.57,0.32,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0181,State Bank of India,17.389437,78.485797,Abids,GPO / Tilak Road,Hyderabad,500001,True,True,State Bank of India ATM - Abids,Off-Site Kiosk,24 Hours,258,0.15,15000,0.24,2.08,1.7,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0182,HDFC Bank,17.472072,78.364806,Kondapur,Kondapur Main Road,Hyderabad,500084,True,True,HDFC Bank ATM - Kondapur,Off-Site Kiosk,24 Hours,693,0.27,20000,0.66,0.97,3.12,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0183,Punjab National Bank,17.50109,78.370796,Miyapur,Miyapur Main Road,Hyderabad,500049,False,True,Punjab National Bank ATM - Miyapur,Off-Site Kiosk,06:00 - 23:00,641,0.34,8000,0.17,0.67,1.42,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0184,HDFC Bank,17.442643,78.493858,Secunderabad,Secunderabad Main Road,Hyderabad,500003,True,True,HDFC Bank ATM - Secunderabad,On-Site,24 Hours,381,0.43,4000,0.84,0.56,1.41,Near Secunderabad Metro / Junction,ACTIVE
ATM-HYD-0185,Canara Bank,17.45195,78.378212,Hitec City,Hitec City Main Road,Hyderabad,500081,True,True,Canara Bank ATM - Hitec City,Off-Site Kiosk,24 Hours,800,0.25,10000,0.34,1.35,3.4,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0186,ICICI Bank,17.487646,78.397269,Kukatpally,Kukatpally Main Road,Hyderabad,500072,False,True,ICICI Bank ATM - Kukatpally,Off-Site Kiosk,06:00 - 23:00,605,0.15,5000,0.6,0.67,2.17,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0187,Union Bank of India,17.504229,78.40373,KPHB Colony,KPHB Colony Main Road,Hyderabad,500072,True,True,Union Bank of India ATM - KPHB Colony,On-Site,24 Hours,481,0.21,5000,0.7,1.3,0.88,Near KPHB Colony Metro / Junction,ACTIVE
ATM-HYD-0188,Punjab National Bank,17.478571,78.332927,Chandanagar,Chandanagar Main Road,Hyderabad,500050,True,True,Punjab National Bank ATM - Chandanagar,Off-Site Kiosk,24 Hours,707,0.19,5000,0.72,1.34,0.97,Near Chandanagar Metro / Junction,ACTIVE
ATM-HYD-0189,IndusInd Bank,17.503198,78.324001,Chandanagar,Chandanagar Main Road,Hyderabad,500050,True,True,IndusInd Bank ATM - Chandanagar,Off-Site Kiosk,24 Hours,750,0.12,5000,0.84,3.6,1.98,Near Chandanagar Metro / Junction,ACTIVE
ATM-HYD-0190,Punjab National Bank,17.442787,78.3743,Hitec City,Hitec City Main Road,Hyderabad,500081,True,True,Punjab National Bank ATM - Hitec City,Off-Site Kiosk,24 Hours,252,0.36,4000,0.24,0.68,1.38,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0191,ICICI Bank,17.387455,78.435878,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,False,True,ICICI Bank ATM - Mehdipatnam,Off-Site Kiosk,06:00 - 23:00,742,0.24,5000,0.34,0.68,0.62,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0192,Union Bank of India,17.454333,78.456034,Begumpet,Begumpet Main Road,Hyderabad,500016,True,True,Union Bank of India ATM - Begumpet,On-Site,24 Hours,256,0.39,10000,0.46,1.54,1.39,Near Begumpet Metro / Junction,ACTIVE
ATM-HYD-0193,IndusInd Bank,17.459425,78.362785,Kondapur,Kondapur Main Road,Hyderabad,500084,True,True,IndusInd Bank ATM - Kondapur,On-Site,24 Hours,602,0.3,15000,0.18,0.57,2.78,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0194,Canara Bank,17.358318,78.559572,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,Canara Bank ATM - LB Nagar,Off-Site Kiosk,24 Hours,673,0.23,20000,0.82,0.94,0.4,Near LB Nagar Metro / Junction,ACTIVE
