case_id,complaint_id,predicted_location,actual_location,prediction_timestamp,intervention_status,intervention_time,outcome,recovered_amount,false_positive,model_version
DR-2026-1307,CMP-HYD-00307,ATM-HYD-0488,ATM-HYD-0488,2026-01-17 18:08:00,INTERCEPTED,2026-01-17 18:27:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,37086.22,0,v2.2-xgboost-conformal
DR-2026-1308,CMP-HYD-00308,ATM-HYD-0466,ATM-HYD-0466,2026-08-29 13:41:00,INTERCEPTED,2026-08-29 14:12:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,12857.18,0,v2.2-xgboost-conformal
DR-2026-1309,CMP-HYD-00309,ATM-HYD-0181,ATM-HYD-0078,2026-03-13 13:34:00,DISPATCHED_MISSED,2026-03-13 13:51:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1310,CMP-HYD-00310,ATM-HYD-0336,ATM-HYD-0336,2026-01-17 20:40:00,INTERCEPTED,2026-01-17 21:07:00,CASH_WITHDRAWAL_PREVENTED,74835.86,0,v2.2-xgboost-conformal
DR-2026-1311,CMP-HYD-00311,ATM-HYD-0012,ATM-HYD-0272,2026-05-14 07:04:00,DISPATCHED_MISSED,2026-05-14 07:29:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1312,CMP-HYD-00312,ATM-HYD-0136,ATM-HYD-0136,2026-08-24 14:03:00,INTERCEPTED,2026-08-24 14:20:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,13476.35,0,v2.2-xgboost-conformal
DR-2026-1313,CMP-HYD-00313,ATM-HYD-0313,ATM-HYD-0313,2026-04-27 12:29:00,INTERCEPTED,2026-04-27 13:01:00,CASH_WITHDRAWAL_PREVENTED,13651.69,0,v2.2-xgboost-conformal
DR-2026-1314,CMP-HYD-00314,ATM-HYD-0135,ATM-HYD-0168,2026-08-20 18:08:00,DISPATCHED_MISSED,2026-08-20 18:38:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1315,CMP-HYD-00315,ATM-HYD-0032,ATM-HYD-0032,2026-05-30 17:49:00,INTERCEPTED,2026-05-30 18:27:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,74513.49,0,v2.2-xgboost-conformal
DR-2026-1316,CMP-HYD-00316,ATM-HYD-0368,ATM-HYD-0272,2026-03-30 06:12:00,DISPATCHED_MISSED,2026-03-30 06:34:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1317,CMP-HYD-00317,ATM-HYD-0465,ATM-HYD-0119,2026-03-26 05:06:00,DISPATCHED_MISSED,2026-03-26 05:53:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1318,CMP-HYD-00318,ATM-HYD-0179,ATM-HYD-0179,2026-02-22 12:11:00,INTERCEPTED,2026-02-22 13:05:00,CASH_WITHDRAWAL_PREVENTED,109357.87,0,v2.2-xgboost-conformal
DR-2026-1319,CMP-HYD-00319,ATM-HYD-0206,ATM-HYD-0206,2026-02-26 08:46:00,INTERCEPTED,2026-02-26 09:14:00,CASH_WITHDRAWAL_PREVENTED,37716.23,0,v2.2-xgboost-conformal
DR-2026-1320,CMP-HYD-00320,ATM-HYD-0513,ATM-HYD-0513,2026-03-20 14:15:00,INTERCEPTED,2026-03-20 14:55:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,46619.5,0,v2.2-xgboost-conformal
DR-2026-1321,CMP-HYD-00321,ATM-HYD-0276,ATM-HYD-0276,2026-05-17 12:44:00,INTERCEPTED,2026-05-17 13:05:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,48382.35,0,v2.2-xgboost-conformal
DR-2026-1322,CMP-HYD-00322,ATM-HYD-0170,ATM-HYD-0170,2026-08-06 16:37:00,INTERCEPTED,2026-08-06 17:23:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,36444.86,0,v2.2-xgboost-conformal
DR-2026-1323,CMP-HYD-00323,ATM-HYD-0163,ATM-HYD-0391,2026-06-27 15:45:00,DISPATCHED_MISSED,2026-06-27 16:29:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1324,CMP-HYD-00324,ATM-HYD-0337,ATM-HYD-0337,2026-08-28 11:16:00,INTERCEPTED,2026-08-28 11:50:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,39241.28,0,v2.2-xgboost-conformal
DR-2026-1325,CMP-HYD-00325,ATM-HYD-0281,ATM-HYD-0490,2026-03-23 08:24:00,DISPATCHED_MISSED,2026-03-23 09:10:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1326,CMP-HYD-00326,ATM-HYD-0362,ATM-HYD-0362,2026-01-10 17:12:00,INTERCEPTED,2026-01-10 17:37:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,89406.56,0,v2.2-xgboost-conformal
DR-2026-1327,CMP-HYD-00327,ATM-HYD-0010,ATM-HYD-0010,2026-07-30 11:50:00,INTERCEPTED,2026-07-30 12:35:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,75808.67,0,v2.2-xgboost-conformal
DR-2026-1328,CMP-HYD-00328,ATM-HYD-0018,ATM-HYD-0018,2026-05-13 18:50:00,INTERCEPTED,2026-05-13 19:25:00,CASH_WITHDRAWAL_PREVENTED,42711.81,0,v2.2-xgboost-conformal
DR-2026-1329,CMP-HYD-00329,ATM-HYD-0077,ATM-HYD-0311,2026-05-28 04:19:00,DISPATCHED_MISSED,2026-05-28 05:09:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1330,CMP-HYD-00330,ATM-HYD-0168,ATM-HYD-0168,2026-02-09 10:36:00,INTERCEPTED,2026-02-09 11:28:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,41045.68,0,v2.2-xgboost-conformal
DR-2026-1331,CMP-HYD-00331,ATM-HYD-0157,ATM-HYD-0507,2026-01-24 05:06:00,DISPATCHED_MISSED,2026-01-24 05:29:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1332,CMP-HYD-00332,ATM-HYD-0257,ATM-HYD-0257,2026-01-15 11:33:00,INTERCEPTED,2026-01-15 12:01:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,148434.97,0,v2.2-xgboost-conformal
DR-2026-1333,CMP-HYD-00333,ATM-HYD-0137,ATM-HYD-0022,2026-03-21 13:52:00,DISPATCHED_MISSED,2026-03-21 14:27:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1334,CMP-HYD-00334,ATM-HYD-0238,ATM-HYD-0238,2026-06-04 07:33:00,INTERCEPTED,2026-06-04 07:57:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,102988.56,0,v2.2-xgboost-conformal
DR-2026-1335,CMP-HYD-00335,ATM-HYD-0420,ATM-HYD-0328,2026-03-05 05:57:00,DISPATCHED_MISSED,2026-03-05 06:13:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1336,CMP-HYD-00336,ATM-HYD-0155,ATM-HYD-0155,2026-06-28 23:46:00,INTERCEPTED,2026-06-29 00:19:00,CASH_WITHDRAWAL_PREVENTED,24533.91,0,v2.2-xgboost-conformal
DR-2026-1337,CMP-HYD-00337,ATM-HYD-0298,ATM-HYD-0298,2026-04-29 00:04:00,INTERCEPTED,2026-04-29 00:33:00,CASH_WITHDRAWAL_PREVENTED,13519.39,0,v2.2-xgboost-conformal
DR-2026-1338,CMP-HYD-00338,ATM-HYD-0428,ATM-HYD-0428,2026-04-29 02:05:00,INTERCEPTED,2026-04-29 02:26:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,141657.55,0,v2.2-xgboost-conformal
DR-2026-1339,CMP-HYD-00339,ATM-HYD-0239,ATM-HYD-0343,2026-01-20 21:48:00,DISPATCHED_MISSED,2026-01-20 22:13:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1340,CMP-HYD-00340,ATM-HYD-0491,ATM-HYD-0491,2026-06-26 09:28:00,INTERCEPTED,2026-06-26 09:49:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,118242.84,0,v2.2-xgboost-conformal
DR-2026-1341,CMP-HYD-00341,ATM-HYD-0371,ATM-HYD-0401,2026-06-24 21:04:00,DISPATCHED_MISSED,2026-06-24 21:30:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1342,CMP-HYD-00342,ATM-HYD-0307,ATM-HYD-0315,2026-08-28 17:25:00,DISPATCHED_MISSED,2026-08-28 18:07:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1343,CMP-HYD-00343,ATM-HYD-0374,ATM-HYD-0374,2026-01-12 02:56:00,INTERCEPTED,2026-01-12 03:27:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,92702.37,0,v2.2-xgboost-conformal
DR-2026-1344,CMP-HYD-00344,ATM-HYD-0402,ATM-HYD-0402,2026-03-27 05:40:00,INTERCEPTED,2026-03-27 06:08:00,CASH_WITHDRAWAL_PREVENTED,36067.45,0,v2.2-xgboost-conformal
DR-2026-1345,CMP-HYD-00345,ATM-HYD-0330,ATM-HYD-0330,2026-06-07 03:19:00,INTERCEPTED,2026-06-07 03:39:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,14010.94,0,v2.2-xgboost-conformal
DR-2026-1346,CMP-HYD-00346,ATM-HYD-0096,ATM-HYD-0096,2026-07-09 10:08:00,INTERCEPTED,2026-07-09 10:55:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,147997.17,0,v2.2-xgboost-conformal
DR-2026-1347,CMP-HYD-00347,ATM-HYD-0397,ATM-HYD-0053,2026-07-25 21:44:00,DISPATCHED_MISSED,2026-07-25 22:23:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1348,CMP-HYD-00348,ATM-HYD-0438,ATM-HYD-0438,2026-01-24 05:37:00,INTERCEPTED,2026-01-24 06:09:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,40864.55,0,v2.2-xgboost-conformal
DR-2026-1349,CMP-HYD-00349,ATM-HYD-0107,ATM-HYD-0250,2026-09-05 20:12:00,DISPATCHED_MISSED,2026-09-05 20:56:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1350,CMP-HYD-00350,ATM-HYD-0072,ATM-HYD-0064,2026-04-20 02:48:00,DISPATCHED_MISSED,2026-04-20 03:13:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1351,CMP-HYD-00351,ATM-HYD-0005,ATM-HYD-0005,2026-08-23 06:00:00,INTERCEPTED,2026-08-23 06:40:00,CASH_WITHDRAWAL_PREVENTED,40624.95,0,v2.2-xgboost-conformal
DR-2026-1352,CMP-HYD-00352,ATM-HYD-0264,ATM-HYD-0264,2026-08-15 01:58:00,INTERCEPTED,2026-08-15 02:17:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,108401.03,0,v2.2-xgboost-conformal
DR-2026-1353,CMP-HYD-00353,ATM-HYD-0388,ATM-HYD-0388,2026-03-04 15:02:00,INTERCEPTED,2026-03-04 15:34:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,46200.73,0,v2.2-xgboost-conformal
DR-2026-1354,CMP-HYD-00354,ATM-HYD-0261,ATM-HYD-0261,2026-01-30 02:41:00,INTERCEPTED,2026-01-30 03:09:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,13638.51,0,v2.2-xgboost-conformal
DR-2026-1355,CMP-HYD-00355,ATM-HYD-0344,ATM-HYD-0307,2026-05-31 09:46:00,DISPATCHED_MISSED,2026-05-31 10:11:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1356,CMP-HYD-00356,ATM-HYD-0176,ATM-HYD-0176,2026-02-13 15:00:00,INTERCEPTED,2026-02-13 15:33:00,CASH_WITHDRAWAL_PREVENTED,13457.66,0,v2.2-xgboost-conformal
DR-2026-1357,CMP-HYD-00357,ATM-HYD-0349,ATM-HYD-0349,2026-05-26 06:11:00,INTERCEPTED,2026-05-26 06:49:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,145120.99,0,v2.2-xgboost-conformal
DR-2026-1358,CMP-HYD-00358,ATM-HYD-0153,ATM-HYD-0214,2026-01-17 10:01:00,DISPATCHED_MISSED,2026-01-17 10:45:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1359,CMP-HYD-00359,ATM-HYD-0172,ATM-HYD-0507,2026-09-04 08:59:00,DISPATCHED_MISSED,2026-09-04 09:36:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1360,CMP-HYD-00360,ATM-HYD-0249,ATM-HYD-0249,2026-07-26 03:00:00,INTERCEPTED,2026-07-26 03:46:00,CASH_WITHDRAWAL_PREVENTED,93418.68,0,v2.2-xgboost-conformal
DR-2026-1361,CMP-HYD-00361,ATM-HYD-0433,ATM-HYD-0433,2026-04-16 21:12:00,INTERCEPTED,2026-04-16 21:43:00,CASH_WITHDRAWAL_PREVENTED,198111.78,0,v2.2-xgboost-conformal
DR-2026-1362,CMP-HYD-00362,ATM-HYD-0315,ATM-HYD-0300,2026-03-31 13:59:00,DISPATCHED_MISSED,2026-03-31 14:20:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1363,CMP-HYD-00363,ATM-HYD-0337,ATM-HYD-0242,2026-02-13 14:07:00,DISPATCHED_MISSED,2026-02-13 14:29:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1364,CMP-HYD-00364,ATM-HYD-0238,ATM-HYD-0238,2026-02-26 23:16:00,INTERCEPTED,2026-02-26 23:56:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,81197.06,0,v2.2-xgboost-conformal
DR-2026-1365,CMP-HYD-00365,ATM-HYD-0254,ATM-HYD-0379,2026-06-14 10:24:00,DISPATCHED_MISSED,2026-06-14 10:45:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1366,CMP-HYD-00366,ATM-HYD-0038,ATM-HYD-0271,2026-07-09 18:59:00,DISPATCHED_MISSED,2026-07-09 19:52:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1367,CMP-HYD-00367,ATM-HYD-0016,ATM-HYD-0016,2026-03-23 11:51:00,INTERCEPTED,2026-03-23 12:06:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,112062.12,0,v2.2-xgboost-conformal
DR-2026-1368,CMP-HYD-00368,ATM-HYD-0227,ATM-HYD-0227,2026-06-24 14:09:00,INTERCEPTED,2026-06-24 14:46:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,143583.62,0,v2.2-xgboost-conformal
DR-2026-1369,CMP-HYD-00369,ATM-HYD-0265,ATM-HYD-0265,2026-05-07 09:45:00,INTERCEPTED,2026-05-07 10:38:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,45459.61,0,v2.2-xgboost-conformal
DR-2026-1370,CMP-HYD-00370,ATM-HYD-0413,ATM-HYD-0413,2026-01-06 17:25:00,INTERCEPTED,2026-01-06 18:11:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,38537.64,0,v2.2-xgboost-conformal
DR-2026-1371,CMP-HYD-00371,ATM-HYD-0342,ATM-HYD-0284,2026-08-06 22:19:00,DISPATCHED_MISSED,2026-08-06 22:41:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1372,CMP-HYD-00372,ATM-HYD-0060,ATM-HYD-0060,2026-09-01 13:43:00,INTERCEPTED,2026-09-01 14:17:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,115212.54,0,v2.2-xgboost-conformal
DR-2026-1373,CMP-HYD-00373,ATM-HYD-0177,ATM-HYD-0055,2026-03-03 12:31:00,DISPATCHED_MISSED,2026-03-03 12:47:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1374,CMP-HYD-00374,ATM-HYD-0241,ATM-HYD-0241,2026-01-31 03:05:00,INTERCEPTED,2026-01-31 04:00:00,CASH_WITHDRAWAL_PREVENTED,12986.95,0,v2.2-xgboost-conformal
DR-2026-1375,CMP-HYD-00375,ATM-HYD-0114,ATM-HYD-0114,2026-05-27 04:06:00,INTERCEPTED,2026-05-27 04:39:00,CASH_WITHDRAWAL_PREVENTED,81481.91,0,v2.2-xgboost-conformal
DR-2026-1376,CMP-HYD-00376,ATM-HYD-0220,ATM-HYD-0220,2026-09-05 21:57:00,INTERCEPTED,2026-09-05 22:34:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,42538.57,0,v2.2-xgboost-conformal
DR-2026-1377,CMP-HYD-00377,ATM-HYD-0506,ATM-HYD-0506,2026-09-08 03:32:00,INTERCEPTED,2026-09-08 04:02:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,22602.28,0,v2.2-xgboost-conformal
DR-2026-1378,CMP-HYD-00378,ATM-HYD-0162,ATM-HYD-0096,2026-08-22 11:38:00,DISPATCHED_MISSED,2026-08-22 12:21:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1379,CMP-HYD-00379,ATM-HYD-0401,ATM-HYD-0276,2026-07-06 19:27:00,DISPATCHED_MISSED,2026-07-06 20:05:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1380,CMP-HYD-00380,ATM-HYD-0263,ATM-HYD-0263,2026-07-02 11:36:00,INTERCEPTED,2026-07-02 11:55:00,CASH_WITHDRAWAL_PREVENTED,45304.52,0,v2.2-xgboost-conformal
DR-2026-1381,CMP-HYD-00381,ATM-HYD-0136,ATM-HYD-0083,2026-06-25 17:26:00,DISPATCHED_MISSED,2026-06-25 17:51:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1382,CMP-HYD-00382,ATM-HYD-0287,ATM-HYD-0287,2026-07-20 03:11:00,INTERCEPTED,2026-07-20 04:06:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,23810.2,0,v2.2-xgboost-conformal
DR-2026-1383,CMP-HYD-00383,ATM-HYD-0435,ATM-HYD-0079,2026-02-16 11:51:00,DISPATCHED_MISSED,2026-02-16 12:11:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1384,CMP-HYD-00384,ATM-HYD-0346,ATM-HYD-0346,2026-05-26 23:17:00,INTERCEPTED,2026-05-26 23:36:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,112616.42,0,v2.2-xgboost-conformal
DR-2026-1385,CMP-HYD-00385,ATM-HYD-0216,ATM-HYD-0496,2026-03-12 13:33:00,DISPATCHED_MISSED,2026-03-12 14:09:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1386,CMP-HYD-00386,ATM-HYD-0430,ATM-HYD-0430,2026-05-28 01:05:00,INTERCEPTED,2026-05-28 01:42:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,36663.13,0,v2.2-xgboost-conformal
DR-2026-1387,CMP-HYD-00387,ATM-HYD-0510,ATM-HYD-0104,2026-04-14 00:39:00,DISPATCHED_MISSED,2026-04-14 01:12:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1388,CMP-HYD-00388,ATM-HYD-0359,ATM-HYD-0359,2026-02-14 02:23:00,INTERCEPTED,2026-02-14 02:53:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,46412.39,0,v2.2-xgboost-conformal
DR-2026-1389,CMP-HYD-00389,ATM-HYD-0230,ATM-HYD-0050,2026-07-08 20:36:00,DISPATCHED_MISSED,2026-07-08 21:10:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1390,CMP-HYD-00390,ATM-HYD-0369,ATM-HYD-0227,2026-04-01 03:00:00,DISPATCHED_MISSED,2026-04-01 03:29:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1391,CMP-HYD-00391,ATM-HYD-0029,ATM-HYD-0029,2026-02-27 15:25:00,INTERCEPTED,2026-02-27 16:05:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,76072.33,0,v2.2-xgboost-conformal
DR-2026-1392,CMP-HYD-00392,ATM-HYD-0411,ATM-HYD-0411,2026-01-29 06:18:00,INTERCEPTED,2026-01-29 07:05:00,CASH_WITHDRAWAL_PREVENTED,46392.51,0,v2.2-xgboost-conformal
DR-2026-1393,CMP-HYD-00393,ATM-HYD-0396,ATM-HYD-0230,2026-07-12 12:32:00,DISPATCHED_MISSED,2026-07-12 12:52:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1394,CMP-HYD-00394,ATM-HYD-0330,ATM-HYD-0330,2026-04-20 19:47:00,INTERCEPTED,2026-04-20 20:16:00,CASH_WITHDRAWAL_PREVENTED,90181.92,0,v2.2-xgboost-conformal
DR-2026-1395,CMP-HYD-00395,ATM-HYD-0458,ATM-HYD-0255,2026-06-20 13:12:00,DISPATCHED_MISSED,2026-06-20 13:44:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1396,CMP-HYD-00396,ATM-HYD-0128,ATM-HYD-0128,2026-08-26 04:27:00,INTERCEPTED,2026-08-26 05:21:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,42713.71,0,v2.2-xgboost-conformal
DR-2026-1397,CMP-HYD-00397,ATM-HYD-0088,ATM-HYD-0088,2026-03-19 03:17:00,INTERCEPTED,2026-03-19 03:53:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,13094.6,0,v2.2-xgboost-conformal
DR-2026-1398,CMP-HYD-00398,ATM-HYD-0133,ATM-HYD-0509,2026-04-21 05:16:00,DISPATCHED_MISSED,2026-04-21 06:00:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1399,CMP-HYD-00399,ATM-HYD-0042,ATM-HYD-0074,2026-03-02 20:17:00,DISPATCHED_MISSED,2026-03-02 20:37:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1400,CMP-HYD-00400,ATM-HYD-0424,ATM-HYD-0424,2026-03-19 23:30:00,INTERCEPTED,2026-03-20 00:12:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,87204.21,0,v2.2-xgboost-conformal
DR-2026-1401,CMP-HYD-00401,ATM-HYD-0396,ATM-HYD-0396,2026-05-04 13:33:00,INTERCEPTED,2026-05-04 14:05:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,24257.84,0,v2.2-xgboost-conformal
DR-2026-1402,CMP-HYD-00402,ATM-HYD-0002,ATM-HYD-0002,2026-02-12 14:48:00,INTERCEPTED,2026-02-12 15:33:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,22329.23,0,v2.2-xgboost-conformal
DR-2026-1403,CMP-HYD-00403,ATM-HYD-0020,ATM-HYD-0020,2026-03-19 07:18:00,INTERCEPTED,2026-03-19 07:35:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,73631.35,0,v2.2-xgboost-conformal
DR-2026-1404,CMP-HYD-00404,ATM-HYD-0268,ATM-HYD-0268,2026-05-17 03:00:00,INTERCEPTED,2026-05-17 03:36:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,43496.68,0,v2.2-xgboost-conformal
DR-2026-1405,CMP-HYD-00405,ATM-HYD-0454,ATM-HYD-0263,2026-02-26 23:17:00,DISPATCHED_MISSED,2026-02-27 00:00:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1406,CMP-HYD-00406,ATM-HYD-0252,ATM-HYD-0190,2026-03-10 06:37:00,DISPATCHED_MISSED,2026-03-10 07:15:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1407,CMP-HYD-00407,ATM-HYD-0432,ATM-HYD-0432,2026-05-26 15:46:00,INTERCEPTED,2026-05-26 16:03:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,43319.86,0,v2.2-xgboost-conformal
DR-2026-1408,CMP-HYD-00408,ATM-HYD-0450,ATM-HYD-0450,2026-07-05 16:08:00,INTERCEPTED,2026-07-05 16:33:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,22381.09,0,v2.2-xgboost-conformal
DR-2026-1409,CMP-HYD-00409,ATM-HYD-0131,ATM-HYD-0437,2026-07-22 00:50:00,DISPATCHED_MISSED,2026-07-22 01:05:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1410,CMP-HYD-00410,ATM-HYD-0339,ATM-HYD-0339,2026-06-27 08:40:00,INTERCEPTED,2026-06-27 09:26:00,CASH_WITHDRAWAL_PREVENTED,191370.97,0,v2.2-xgboost-conformal
DR-2026-1411,CMP-HYD-00411,ATM-HYD-0320,ATM-HYD-0320,2026-06-17 09:14:00,INTERCEPTED,2026-06-17 09:34:00,CASH_WITHDRAWAL_PREVENTED,91556.58,0,v2.2-xgboost-conformal
DR-2026-1412,CMP-HYD-00412,ATM-HYD-0437,ATM-HYD-0437,2026-08-18 01:38:00,INTERCEPTED,2026-08-18 02:12:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,24402.89,0,v2.2-xgboost-conformal
DR-2026-1413,CMP-HYD-00413,ATM-HYD-0001,ATM-HYD-0393,2026-08-27 08:51:00,DISPATCHED_MISSED,2026-08-27 09:43:00,OFFICER_ARRIVED_POST_CASHOUT,0.0,1,v2.2-xgboost-conformal
DR-2026-1414,CMP-HYD-00414,ATM-HYD-0508,ATM-HYD-0508,2026-01-29 18:27:00,INTERCEPTED,2026-01-29 19:16:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,24053.59,0,v2.2-xgboost-conformal
DR-2026-1415,CMP-HYD-00415,ATM-HYD-0111,ATM-HYD-0111,2026-04-09 13:35:00,INTERCEPTED,2026-04-09 14:10:00,CASH_WITHDRAWAL_PREVENTED,42624.08,0,v2.2-xgboost-conformal
DR-2026-1416,CMP-HYD-00416,ATM-HYD-0181,ATM-HYD-0040,2026-05-23 15:08:00,DISPATCHED_MISSED,2026-05-23 15:38:00,DIFFERENT_ATM_USED,0.0,1,v2.2-xgboost-conformal
DR-2026-1417,CMP-HYD-00417,ATM-HYD-0239,ATM-HYD-0239,2026-09-04 22:45:00,INTERCEPTED,2026-09-04 23:10:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,22516.06,0,v2.2-xgboost-conformal
DR-2026-1418,CMP-HYD-00418,ATM-HYD-0114,ATM-HYD-0114,2026-01-21 07:04:00,INTERCEPTED,2026-01-21 07:46:00,SUSPECT_APPREHENDED_AND_FUNDS_FROZEN,38510.7,0,v2.2-xgboost-conformal
DR-2026-1419,CMP-HYD-00419,ATM-HYD-0462,ATM-HYD-0462,2026-01-29 04:03:00,INTERCEPTED,2026-01-29 04:37:00,CASH_WITHDRAWAL_PREVENTED,75658.56,0,v2.2-xgboost-conformal
